,city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk,latitude,longitude
1183,Kolkata,2021-09-01,6436,5024,5866,10559,2.239,0.825,-0.565,22.5726459,88.3638953
1184,Kolkata,2021-12-01,6514,5107,5984,10517,1.652,2.012,-0.398,22.5726459,88.3638953
1185,Kolkata,2022-03-01,6569,5163,6078,10466,1.097,1.571,-0.485,22.5726459,88.3638953
1186,Kolkata,2022-06-01,6769,5191,6271,10998,0.542,3.175,5.083,22.5726459,88.3638953
1187,Kolkata,2022-09-01,6855,5191,6385,11167,0.0,1.818,1.537,22.5726459,88.3638953
1188,Kolkata,2022-12-01,7014,5293,6542,11436,1.965,2.459,2.409,22.5726459,88.3638953
1189,Kolkata,2023-03-01,7310,5512,6717,12201,4.138,2.675,6.689,22.5726459,88.3638953
1190,Kolkata,2023-06-01,7279,5592,6699,11931,1.451,-0.268,-2.213,22.5726459,88.3638953
1191,Kolkata,2023-09-01,7479,5728,6936,12149,2.432,3.538,1.827,22.5726459,88.3638953
1192,Kolkata,2023-12-01,7518,5782,7032,12006,0.943,1.384,-1.177,22.5726459,88.3638953
1193,Kolkata,2024-03-01,7580,5766,7179,11979,-0.277,2.09,-0.225,22.5726459,88.3638953
1194,Kolkata,2024-06-01,7859,5901,7432,12588,2.341,3.524,5.084,22.5726459,88.3638953
1195,Kolkata,2024-09-01,7932,5963,7487,12732,1.051,0.74,1.144,22.5726459,88.3638953
1196,Lucknow,2013-06-01,3323,3011,3181,3727,,,,26.8381,80.9346001
1197,Lucknow,2013-09-01,3502,3051,3289,4099,1.328,3.395,9.981,26.8381,80.9346001
1198,Lucknow,2013-12-01,3621,3054,3508,4157,0.098,6.659,1.415,26.8381,80.9346001
1199,Lucknow,2014-03-01,3758,3475,3662,4079,13.785,4.39,-1.876,26.8381,80.9346001
1200,Lucknow,2014-06-01,3755,3742,3710,3825,7.683,1.311,-6.227,26.8381,80.9346001
1201,Lucknow,2014-09-01,3698,3716,3732,3638,-0.695,0.593,-4.889,26.8381,80.9346001
1202,Lucknow,2014-12-01,3687,3813,3707,3574,2.61,-0.67,-1.759,26.8381,80.9346001
1203,Lucknow,2015-03-01,3687,3794,3731,3554,-0.498,0.647,-0.56,26.8381,80.9346001
1204,Lucknow,2015-06-01,3732,3718,3761,3703,-2.003,0.804,4.192,26.8381,80.9346001
1205,Lucknow,2015-09-01,3792,3774,3738,3880,1.506,-0.612,4.78,26.8381,80.9346001
1206,Lucknow,2015-12-01,3899,3891,3809,4030,3.1,1.899,3.866,26.8381,80.9346001
1207,Lucknow,2016-03-01,3983,3953,3868,4162,1.593,1.549,3.275,26.8381,80.9346001
1208,Lucknow,2016-06-01,4077,4047,3965,4251,2.378,2.508,2.138,26.8381,80.9346001
1209,Lucknow,2016-09-01,4226,4074,4183,4388,0.667,5.498,3.223,26.8381,80.9346001
1210,Lucknow,2016-12-01,4276,4014,4292,4428,-1.473,2.606,0.912,26.8381,80.9346001
1211,Lucknow,2017-03-01,4313,4054,4393,4375,0.997,2.353,-1.197,26.8381,80.9346001
1212,Lucknow,2017-06-01,4319,3995,4472,4324,-1.455,1.798,-1.166,26.8381,80.9346001
1213,Lucknow,2017-09-01,4229,3910,4368,4249,-2.128,-2.326,-1.735,26.8381,80.9346001
1214,Lucknow,2017-12-01,4167,3819,4320,4187,-2.327,-1.099,-1.459,26.8381,80.9346001
1215,Lucknow,2018-03-01,4264,3886,4388,4344,1.754,1.574,3.75,26.8381,80.9346001
1216,Lucknow,2018-06-01,4321,3948,4436,4410,1.595,1.094,1.519,26.8381,80.9346001
1217,Lucknow,2018-09-01,4399,4020,4496,4518,1.824,1.353,2.449,26.8381,80.9346001
1218,Lucknow,2018-12-01,4422,4211,4502,4451,4.751,0.133,-1.483,26.8381,80.9346001
1219,Lucknow,2019-03-01,4442,4266,4502,4476,1.306,0.0,0.562,26.8381,80.9346001
1220,Lucknow,2019-06-01,4501,4342,4527,4570,1.782,0.555,2.1,26.8381,80.9346001
1221,Lucknow,2019-09-01,4622,4554,4637,4648,4.883,2.43,1.707,26.8381,80.9346001
1222,Lucknow,2019-12-01,4857,4649,4838,5021,2.086,4.335,8.025,26.8381,80.9346001
1223,Lucknow,2020-03-01,4841,4628,4852,4968,-0.452,0.289,-1.056,26.8381,80.9346001
1224,Lucknow,2020-06-01,4879,4812,4884,4918,3.976,0.66,-1.006,26.8381,80.9346001
1225,Lucknow,2020-09-01,4838,4647,4844,4955,-3.429,-0.819,0.752,26.8381,80.9346001
1226,Lucknow,2020-12-01,4802,4524,4809,4978,-2.647,-0.723,0.464,26.8381,80.9346001
1227,Lucknow,2021-03-01,4736,4119,4825,5024,-8.952,0.333,0.924,26.8381,80.9346001
1228,Lucknow,2021-06-01,4773,4119,4872,5072,0.0,0.974,0.955,26.8381,80.9346001
1229,Lucknow,2021-09-01,4868,4284,4958,5132,4.006,1.765,1.183,26.8381,80.9346001
1230,Lucknow,2021-12-01,4905,4205,5072,5142,-1.844,2.299,0.195,26.8381,80.9346001
1231,Lucknow,2022-03-01,5174,4534,5350,5357,7.824,5.481,4.181,26.8381,80.9346001
1232,Lucknow,2022-06-01,5185,4355,5378,5472,-3.948,0.523,2.147,26.8381,80.9346001
1233,Lucknow,2022-09-01,5290,4415,5495,5590,1.378,2.176,2.156,26.8381,80.9346001
1234,Lucknow,2022-12-01,5385,4548,5548,5719,3.012,0.965,2.308,26.8381,80.9346001
1235,Lucknow,2023-03-01,5392,4584,5518,5755,0.792,-0.541,0.629,26.8381,80.9346001
1236,Lucknow,2023-06-01,5422,4652,5560,5744,1.483,0.761,-0.191,26.8381,80.9346001
1237,Lucknow,2023-09-01,5454,4425,5631,5894,-4.88,1.277,2.611,26.8381,80.9346001
1238,Lucknow,2023-12-01,5579,4548,5763,6012,2.78,2.344,2.002,26.8381,80.9346001
1239,Lucknow,2024-03-01,5683,4603,5927,6064,1.209,2.846,0.865,26.8381,80.9346001
1240,Lucknow,2024-06-01,5833,4859,6050,6184,5.562,2.075,1.979,26.8381,80.9346001
1241,Lucknow,2024-09-01,6028,5322,6214,6242,9.529,2.711,0.938,26.8381,80.9346001
1242,Ludhiana,2013-06-01,3612,3993,3487,3402,,,,30.9090157,75.851601
1243,Ludhiana,2013-09-01,3314,3279,3333,3326,-17.881,-4.416,-2.234,30.9090157,75.851601
1244,Ludhiana,2013-12-01,3156,2821,3192,3417,-13.968,-4.23,2.736,30.9090157,75.851601
1245,Ludhiana,2014-03-01,3458,2895,3539,3876,2.623,10.871,13.433,30.9090157,75.851601
1246,Ludhiana,2014-06-01,3493,2803,3616,3982,-3.178,2.176,2.735,30.9090157,75.851601
1247,Ludhiana,2014-09-01,3656,2881,3872,4124,2.783,7.08,3.566,30.9090157,75.851601
1248,Ludhiana,2014-12-01,4051,3574,4243,4279,24.054,9.582,3.758,30.9090157,75.851601
1249,Ludhiana,2015-03-01,4260,4155,4378,4232,16.256,3.182,-1.098,30.9090157,75.851601
1250,Ludhiana,2015-06-01,4370,4536,4367,4227,9.17,-0.251,-0.118,30.9090157,75.851601
1251,Ludhiana,2015-09-01,4485,4673,4536,4265,3.02,3.87,0.899,30.9090157,75.851601
1252,Ludhiana,2015-12-01,4427,4483,4581,4219,-4.066,0.992,-1.079,30.9090157,75.851601
1253,Ludhiana,2016-03-01,4404,4543,4459,4226,1.338,-2.663,0.166,30.9090157,75.851601
1254,Ludhiana,2016-06-01,4300,3398,4957,4432,-25.204,11.168,4.875,30.9090157,75.851601
1255,Ludhiana,2016-09-01,4340,3364,4922,4616,-1.001,-0.706,4.152,30.9090157,75.851601
1256,Ludhiana,2016-12-01,4370,3280,4971,4728,-2.497,0.996,2.426,30.9090157,75.851601
1257,Ludhiana,2017-03-01,4480,3601,4879,4856,9.787,-1.851,2.707,30.9090157,75.851601
1258,Ludhiana,2017-06-01,4398,3663,4692,4752,1.722,-3.833,-2.142,30.9090157,75.851601
1259,Ludhiana,2017-09-01,4173,3362,4586,4473,-8.217,-2.259,-5.871,30.9090157,75.851601
1260,Ludhiana,2017-12-01,4079,3458,4388,4318,2.855,-4.317,-3.465,30.9090157,75.851601
1261,Ludhiana,2018-03-01,3909,3227,4274,4143,-6.68,-2.598,-4.053,30.9090157,75.851601
1262,Ludhiana,2018-06-01,3877,3294,4219,4048,2.076,-1.287,-2.293,30.9090157,75.851601
1263,Ludhiana,2018-09-01,3921,3191,4459,4021,-3.127,5.689,-0.667,30.9090157,75.851601
1264,Ludhiana,2018-12-01,3994,3125,4727,4020,-2.068,6.01,-0.025,30.9090157,75.851601
1265,Ludhiana,2019-03-01,4071,3085,4730,4277,-1.28,0.063,6.393,30.9090157,75.851601
1266,Ludhiana,2019-06-01,4188,3127,4748,4561,1.361,0.381,6.64,30.9090157,75.851601
1267,Ludhiana,2019-09-01,4410,3608,4796,4729,15.382,1.011,3.683,30.9090157,75.851601
1268,Ludhiana,2019-12-01,4535,3868,4581,5081,7.206,-4.483,7.443,30.9090157,75.851601
1269,Ludhiana,2020-03-01,4800,3913,4899,5488,1.163,6.942,8.01,30.9090157,75.851601
1270,Ludhiana,2020-06-01,5044,3877,5081,6047,-0.92,3.715,10.186,30.9090157,75.851601
1271,Ludhiana,2020-09-01,5063,3820,4811,6426,-1.47,-5.314,6.268,30.9090157,75.851601
1272,Ludhiana,2020-12-01,5077,3636,5110,6326,-4.817,6.215,-1.556,30.9090157,75.851601
1273,Ludhiana,2021-03-01,4822,3417,4732,6164,-6.023,-7.397,-2.561,30.9090157,75.851601
1274,Ludhiana,2021-06-01,4682,3271,4759,5861,-4.273,0.571,-4.916,30.9090157,75.851601
1275,Ludhiana,2021-09-01,4717,3265,4702,6025,-0.183,-1.198,2.798,30.9090157,75.851601
1276,Ludhiana,2021-12-01,4896,3377,4901,6244,3.43,4.232,3.635,30.9090157,75.851601
1277,Ludhiana,2022-03-01,4991,3387,5083,6326,0.296,3.714,1.313,30.9090157,75.851601
1278,Ludhiana,2022-06-01,5128,3629,5207,6382,7.145,2.44,0.885,30.9090157,75.851601
1279,Ludhiana,2022-09-01,4771,3623,4509,6060,-0.165,-13.405,-5.045,30.9090157,75.851601
1280,Ludhiana,2022-12-01,4346,3552,4183,5217,-1.96,-7.23,-13.911,30.9090157,75.851601
1281,Ludhiana,2023-03-01,4346,3778,4099,5105,6.363,-2.008,-2.147,30.9090157,75.851601
1282,Ludhiana,2023-06-01,4151,3747,3840,4829,-0.821,-6.319,-5.406,30.9090157,75.851601
1283,Ludhiana,2023-09-01,4174,3875,3954,4664,3.416,2.969,-3.417,30.9090157,75.851601
1284,Ludhiana,2023-12-01,4356,4314,4037,4718,11.329,2.099,1.158,30.9090157,75.851601
1285,Ludhiana,2024-03-01,4247,4053,4117,4552,-6.05,1.982,-3.518,30.9090157,75.851601
1286,Ludhiana,2024-06-01,4330,4265,4212,4507,5.231,2.308,-0.989,30.9090157,75.851601
1287,Ludhiana,2024-09-01,4297,4225,4325,4334,-0.938,2.683,-3.838,30.9090157,75.851601
1288,Meerut,2013-06-01,2125,2437,1944,2256,,,,29.0018557,77.76796714992041
1289,Meerut,2013-09-01,2210,2464,2079,2269,1.108,6.944,0.576,29.0018557,77.76796714992041
1290,Meerut,2013-12-01,2298,2519,2154,2441,2.232,3.608,7.58,29.0018557,77.76796714992041
1291,Meerut,2014-03-01,2470,2726,2257,2787,8.218,4.782,14.175,29.0018557,77.76796714992041
1292,Meerut,2014-06-01,2649,2851,2387,3201,4.585,5.76,14.855,29.0018557,77.76796714992041
1293,Meerut,2014-09-01,2807,3122,2453,3490,9.505,2.765,9.028,29.0018557,77.76796714992041
1294,Meerut,2014-12-01,2822,2957,2557,3480,-5.285,4.24,-0.287,29.0018557,77.76796714992041
1295,Meerut,2015-03-01,2859,2960,2648,3392,0.101,3.559,-2.529,29.0018557,77.76796714992041
1296,Meerut,2015-06-01,2899,3026,2793,3056,2.23,5.476,-9.906,29.0018557,77.76796714992041
1297,Meerut,2015-09-01,2886,2961,2858,2865,-2.148,2.327,-6.25,29.0018557,77.76796714992041
1298,Meerut,2015-12-01,2970,3098,2921,2942,4.627,2.204,2.688,29.0018557,77.76796714992041
1299,Meerut,2016-03-01,3045,3121,3026,2999,0.742,3.595,1.937,29.0018557,77.76796714992041
1300,Meerut,2016-06-01,3138,3207,3145,3017,2.756,3.933,0.6,29.0018557,77.76796714992041
1301,Meerut,2016-09-01,3218,3279,3247,3039,2.245,3.243,0.729,29.0018557,77.76796714992041
1302,Meerut,2016-12-01,3310,3336,3367,3090,1.738,3.696,1.678,29.0018557,77.76796714992041
1303,Meerut,2017-03-01,3390,3710,3356,3042,11.211,-0.327,-1.553,29.0018557,77.76796714992041
1304,Meerut,2017-06-01,3303,3647,3237,3024,-1.698,-3.546,-0.592,29.0018557,77.76796714992041
1305,Meerut,2017-09-01,3189,3435,3134,3018,-5.813,-3.182,-0.198,29.0018557,77.76796714992041
1306,Meerut,2017-12-01,3167,3339,3139,3012,-2.795,0.16,-0.199,29.0018557,77.76796714992041
1307,Meerut,2018-03-01,3199,3321,3171,3112,-0.539,1.019,3.32,29.0018557,77.76796714992041
1308,Meerut,2018-06-01,3236,3331,3199,3221,0.301,0.883,3.503,29.0018557,77.76796714992041
1309,Meerut,2018-09-01,3328,3468,3248,3383,4.113,1.532,5.029,29.0018557,77.76796714992041
1310,Meerut,2018-12-01,3375,3548,3263,3487,2.307,0.462,3.074,29.0018557,77.76796714992041
1311,Meerut,2019-03-01,3403,3567,3269,3598,0.536,0.184,3.183,29.0018557,77.76796714992041
1312,Meerut,2019-06-01,3447,3723,3274,3606,4.373,0.153,0.222,29.0018557,77.76796714992041
1313,Meerut,2019-09-01,3413,3661,3274,3507,-1.665,0.0,-2.745,29.0018557,77.76796714992041
1314,Meerut,2019-12-01,3397,3634,3280,3435,-0.738,0.183,-2.053,29.0018557,77.76796714992041
1315,Meerut,2020-03-01,3360,3631,3241,3354,-0.083,-1.189,-2.358,29.0018557,77.76796714992041
1316,Meerut,2020-06-01,3365,3580,3273,3357,-1.405,0.987,0.089,29.0018557,77.76796714992041
1317,Meerut,2020-09-01,3444,3545,3316,3708,-0.978,1.314,10.456,29.0018557,77.76796714992041
1318,Meerut,2020-12-01,3466,3515,3415,3555,-0.846,2.986,-4.126,29.0018557,77.76796714992041
1319,Meerut,2021-03-01,3545,3637,3531,3459,3.471,3.397,-2.7,29.0018557,77.76796714992041
1320,Meerut,2021-06-01,3533,3608,3530,3433,-0.797,-0.028,-0.752,29.0018557,77.76796714992041
1321,Meerut,2021-09-01,3661,3806,3614,3605,5.488,2.38,5.01,29.0018557,77.76796714992041
1322,Meerut,2021-12-01,3771,3953,3688,3779,3.862,2.048,4.827,29.0018557,77.76796714992041
1323,Meerut,2022-03-01,3792,3996,3694,3817,1.088,0.163,1.006,29.0018557,77.76796714992041
1324,Meerut,2022-06-01,3826,3998,3746,3839,0.05,1.408,0.576,29.0018557,77.76796714992041
1325,Meerut,2022-09-01,3901,4005,3848,3924,0.175,2.723,2.214,29.0018557,77.76796714992041
1326,Meerut,2022-12-01,3985,4181,3876,4053,4.395,0.728,3.287,29.0018557,77.76796714992041
1327,Meerut,2023-03-01,4095,4231,3974,4290,1.196,2.528,5.848,29.0018557,77.76796714992041
1328,Meerut,2023-06-01,4135,4345,4010,4238,2.694,0.906,-1.212,29.0018557,77.76796714992041
1329,Meerut,2023-09-01,4169,4465,4010,4254,2.762,0.0,0.378,29.0018557,77.76796714992041
1330,Meerut,2023-12-01,4184,4372,4121,4120,-2.083,2.768,-3.15,29.0018557,77.76796714992041
1331,Meerut,2024-03-01,4258,4464,4216,4097,2.104,2.305,-0.558,29.0018557,77.76796714992041
1332,Meerut,2024-06-01,4417,4569,4352,4407,2.352,3.226,7.567,29.0018557,77.76796714992041
1333,Meerut,2024-09-01,4406,4441,4411,4338,-2.801,1.356,-1.566,29.0018557,77.76796714992041
1334,Mira Bhayander,2013-06-01,7882,7914,7679,8603,,,,19.2970316,72.858686
1335,Mira Bhayander,2013-09-01,8221,8263,7981,8603,4.41,3.933,0.0,19.2970316,72.858686
1336,Mira Bhayander,2013-12-01,8123,8124,8087,8825,-1.682,1.328,2.58,19.2970316,72.858686
1337,Mira Bhayander,2014-03-01,8249,8229,8314,9060,1.292,2.807,2.663,19.2970316,72.858686
1338,Mira Bhayander,2014-06-01,8320,8254,8617,9420,0.304,3.644,3.974,19.2970316,72.858686
1339,Mira Bhayander,2014-09-01,8446,8370,8816,8956,1.405,2.309,-4.926,19.2970316,72.858686
1340,Mira Bhayander,2014-12-01,8753,8665,9057,12259,3.524,2.734,36.88,19.2970316,72.858686
1341,Mira Bhayander,2015-03-01,8896,8834,9134,10774,1.95,0.85,-12.114,19.2970316,72.858686
1342,Mira Bhayander,2015-06-01,9103,9057,9284,10390,2.524,1.642,-3.564,19.2970316,72.858686
1343,Mira Bhayander,2015-09-01,9197,9148,9388,10684,1.005,1.12,2.83,19.2970316,72.858686
1344,Mira Bhayander,2015-12-01,9335,9337,9338,8963,2.066,-0.533,-16.108,19.2970316,72.858686
1345,Mira Bhayander,2016-03-01,9594,9603,9529,9926,2.849,2.045,10.744,19.2970316,72.858686
1346,Mira Bhayander,2016-06-01,9710,9739,9518,10721,1.416,-0.115,8.009,19.2970316,72.858686
1347,Mira Bhayander,2016-09-01,9803,9810,9715,10985,0.729,2.07,2.462,19.2970316,72.858686
1348,Mira Bhayander,2016-12-01,9864,9867,9772,11505,0.581,0.587,4.734,19.2970316,72.858686
1349,Mira Bhayander,2017-03-01,9885,9902,9743,11120,0.355,-0.297,-3.346,19.2970316,72.858686
1350,Mira Bhayander,2017-06-01,9999,10027,9823,10560,1.262,0.821,-5.036,19.2970316,72.858686
1351,Mira Bhayander,2017-09-01,10008,10026,9861,11108,-0.01,0.387,5.189,19.2970316,72.858686
1352,Mira Bhayander,2017-12-01,10059,10062,10022,10524,0.359,1.633,-5.257,19.2970316,72.858686
1353,Mira Bhayander,2018-03-01,10135,10121,10176,10855,0.586,1.537,3.145,19.2970316,72.858686
1354,Mira Bhayander,2018-06-01,10300,10286,10336,11123,1.63,1.572,2.469,19.2970316,72.858686
1355,Mira Bhayander,2018-09-01,10531,10541,10453,11162,2.479,1.132,0.351,19.2970316,72.858686
1356,Mira Bhayander,2018-12-01,10767,10798,10585,11125,2.438,1.263,-0.331,19.2970316,72.858686
1357,Mira Bhayander,2019-03-01,10894,10929,10719,10720,1.213,1.266,-3.64,19.2970316,72.858686
1358,Mira Bhayander,2019-06-01,10924,10949,10847,9699,0.183,1.194,-9.524,19.2970316,72.858686
1359,Mira Bhayander,2019-09-01,11137,11177,11007,9368,2.082,1.475,-3.413,19.2970316,72.858686
1360,Mira Bhayander,2019-12-01,11091,11070,11259,9728,-0.957,2.289,3.843,19.2970316,72.858686
1361,Mira Bhayander,2020-03-01,11254,11212,11510,10392,1.283,2.229,6.826,19.2970316,72.858686
1362,Mira Bhayander,2020-06-01,11380,11323,11659,11695,0.99,1.295,12.538,19.2970316,72.858686
1363,Mira Bhayander,2020-09-01,11288,11202,11726,11477,-1.069,0.575,-1.864,19.2970316,72.858686
1364,Mira Bhayander,2020-12-01,11668,11742,11295,11448,4.821,-3.676,-0.253,19.2970316,72.858686
1365,Mira Bhayander,2021-03-01,11667,11752,11245,11142,0.085,-0.443,-2.673,19.2970316,72.858686
1366,Mira Bhayander,2021-06-01,11821,11926,11289,11588,1.481,0.391,4.003,19.2970316,72.858686
1367,Mira Bhayander,2021-09-01,11779,11866,11323,11862,-0.503,0.301,2.365,19.2970316,72.858686
1368,Mira Bhayander,2021-12-01,11694,11713,11603,11610,-1.289,2.473,-2.124,19.2970316,72.858686
1369,Mira Bhayander,2022-03-01,11820,11790,11977,11763,0.657,3.223,1.318,19.2970316,72.858686
1370,Mira Bhayander,2022-06-01,11814,11731,12266,11340,-0.5,2.413,-3.596,19.2970316,72.858686
1371,Mira Bhayander,2022-09-01,11955,11836,12593,11580,0.895,2.666,2.116,19.2970316,72.858686
1372,Mira Bhayander,2022-12-01,12167,12002,13034,12122,1.403,3.502,4.68,19.2970316,72.858686
1373,Mira Bhayander,2023-03-01,12235,12076,13068,12124,0.617,0.261,0.016,19.2970316,72.858686
1374,Mira Bhayander,2023-06-01,12321,12166,13147,11952,0.745,0.605,-1.419,19.2970316,72.858686
1375,Mira Bhayander,2023-09-01,12555,12429,13211,12570,2.162,0.487,5.171,19.2970316,72.858686
1376,Mira Bhayander,2023-12-01,12744,12645,13282,12289,1.738,0.537,-2.235,19.2970316,72.858686
1377,Mira Bhayander,2024-03-01,13156,13063,13661,12728,3.306,2.853,3.572,19.2970316,72.858686
1378,Mira Bhayander,2024-06-01,13486,13403,13930,13264,2.603,1.969,4.211,19.2970316,72.858686
1379,Mira Bhayander,2024-09-01,13753,13688,14171,11985,2.126,1.73,-9.643,19.2970316,72.858686
1380,Mumbai,2013-06-01,16353,15531,16398,20552,,,,19.054999,72.8692035
1381,Mumbai,2013-09-01,16857,16085,17104,20107,3.567,4.305,-2.165,19.054999,72.8692035
1382,Mumbai,2013-12-01,17084,16377,17255,20251,1.815,0.883,0.716,19.054999,72.8692035
1383,Mumbai,2014-03-01,17496,16856,17680,20263,2.925,2.463,0.059,19.054999,72.8692035
1384,Mumbai,2014-06-01,17739,17114,17915,20455,1.531,1.329,0.948,19.054999,72.8692035
1385,Mumbai,2014-09-01,17997,17403,18014,21089,1.689,0.553,3.099,19.054999,72.8692035
1386,Mumbai,2014-12-01,18325,17688,18372,21540,1.638,1.987,2.139,19.054999,72.8692035
1387,Mumbai,2015-03-01,18590,17823,18640,22484,0.763,1.459,4.383,19.054999,72.8692035
1388,Mumbai,2015-06-01,18769,17994,18909,22396,0.959,1.443,-0.391,19.054999,72.8692035
1389,Mumbai,2015-09-01,19296,18340,19605,23316,1.923,3.681,4.108,19.054999,72.8692035
1390,Mumbai,2015-12-01,19767,18678,20277,23807,1.843,3.428,2.106,19.054999,72.8692035
1391,Mumbai,2016-03-01,20424,19343,21021,24129,3.56,3.669,1.353,19.054999,72.8692035
1392,Mumbai,2016-06-01,21028,19870,21619,25162,2.724,2.845,4.281,19.054999,72.8692035
1393,Mumbai,2016-09-01,21357,20035,22082,25909,0.83,2.142,2.969,19.054999,72.8692035
1394,Mumbai,2016-12-01,21511,20207,22093,26457,0.858,0.05,2.115,19.054999,72.8692035
1395,Mumbai,2017-03-01,21707,20147,22398,27633,-0.297,1.381,4.445,19.054999,72.8692035
1396,Mumbai,2017-06-01,21909,20047,22769,28867,-0.496,1.656,4.466,19.054999,72.8692035
1397,Mumbai,2017-09-01,21841,19992,22742,28590,-0.274,-0.119,-0.96,19.054999,72.8692035
1398,Mumbai,2017-12-01,22367,20463,23495,28642,2.356,3.311,0.182,19.054999,72.8692035
1399,Mumbai,2018-03-01,22611,20744,23722,28747,1.373,0.966,0.367,19.054999,72.8692035
1400,Mumbai,2018-06-01,22926,21113,24134,28453,1.779,1.737,-1.023,19.054999,72.8692035
1401,Mumbai,2018-09-01,23466,21660,24673,28961,2.591,2.233,1.785,19.054999,72.8692035
1402,Mumbai,2018-12-01,23618,21801,24750,29417,0.651,0.312,1.575,19.054999,72.8692035
1403,Mumbai,2019-03-01,23609,21686,24844,29625,-0.527,0.38,0.707,19.054999,72.8692035
1404,Mumbai,2019-06-01,23667,21708,24819,30153,0.101,-0.101,1.782,19.054999,72.8692035
1405,Mumbai,2019-09-01,23995,21976,25176,30701,1.235,1.438,1.817,19.054999,72.8692035
1406,Mumbai,2019-12-01,24347,21954,25935,31662,-0.1,3.015,3.13,19.054999,72.8692035
1407,Mumbai,2020-03-01,24767,22344,26386,32132,1.776,1.739,1.484,19.054999,72.8692035
1408,Mumbai,2020-06-01,25130,22624,26954,32243,1.253,2.153,0.345,19.054999,72.8692035
1409,Mumbai,2020-09-01,24239,21931,26056,30328,-3.063,-3.332,-5.939,19.054999,72.8692035
1410,Mumbai,2020-12-01,23958,22153,25075,29752,1.012,-3.765,-1.899,19.054999,72.8692035
1411,Mumbai,2021-03-01,23629,22018,24412,29512,-0.609,-2.644,-0.807,19.054999,72.8692035
1412,Mumbai,2021-06-01,23640,21881,24628,29617,-0.622,0.885,0.356,19.054999,72.8692035
1413,Mumbai,2021-09-01,23826,22046,24737,30173,0.754,0.443,1.877,19.054999,72.8692035
1414,Mumbai,2021-12-01,23757,22071,24492,30204,0.113,-0.99,0.103,19.054999,72.8692035
1415,Mumbai,2022-03-01,24045,22349,24812,30433,1.26,1.307,0.758,19.054999,72.8692035
1416,Mumbai,2022-06-01,24259,22672,24846,30676,1.445,0.137,0.798,19.054999,72.8692035
1417,Mumbai,2022-09-01,24459,22821,25023,31220,0.657,0.712,1.773,19.054999,72.8692035
1418,Mumbai,2022-12-01,24708,22923,25457,31628,0.447,1.734,1.307,19.054999,72.8692035
1419,Mumbai,2023-03-01,24865,22954,25742,32022,0.135,1.12,1.246,19.054999,72.8692035
1420,Mumbai,2023-06-01,25032,23044,26013,32245,0.392,1.053,0.696,19.054999,72.8692035
1421,Mumbai,2023-09-01,25352,23245,26592,32324,0.872,2.226,0.245,19.054999,72.8692035
1422,Mumbai,2023-12-01,25453,23151,26905,32745,-0.404,1.177,1.302,19.054999,72.8692035
1423,Mumbai,2024-03-01,25856,23485,27506,32847,1.443,2.234,0.311,19.054999,72.8692035
1424,Mumbai,2024-06-01,26191,23855,27977,32540,1.575,1.712,-0.935,19.054999,72.8692035
1425,Mumbai,2024-09-01,26364,24179,28398,31069,1.358,1.505,-4.521,19.054999,72.8692035
1426,Nagpur,2013-06-01,4381,4478,3854,6685,,,,21.1498134,79.0820556
1427,Nagpur,2013-09-01,4461,4545,3929,6918,1.496,1.946,3.485,21.1498134,79.0820556
1428,Nagpur,2013-12-01,4374,4448,3841,6918,-2.134,-2.24,0.0,21.1498134,79.0820556
1429,Nagpur,2014-03-01,4424,4401,4090,6620,-1.057,6.483,-4.308,21.1498134,79.0820556
1430,Nagpur,2014-06-01,4459,4507,4139,5946,2.409,1.198,-10.181,21.1498134,79.0820556
1431,Nagpur,2014-09-01,4522,4634,4205,5447,2.818,1.595,-8.392,21.1498134,79.0820556
1432,Nagpur,2014-12-01,4620,4822,4243,5127,4.057,0.904,-5.875,21.1498134,79.0820556
1433,Nagpur,2015-03-01,4652,4928,4182,5060,2.198,-1.438,-1.307,21.1498134,79.0820556
1434,Nagpur,2015-06-01,4726,4997,4206,5484,1.4,0.574,8.379,21.1498134,79.0820556
1435,Nagpur,2015-09-01,4751,5037,4202,5535,0.8,-0.095,0.93,21.1498134,79.0820556
1436,Nagpur,2015-12-01,4866,5149,4264,5993,2.224,1.475,8.275,21.1498134,79.0820556
1437,Nagpur,2016-03-01,4944,5214,4414,5759,1.262,3.518,-3.905,21.1498134,79.0820556
1438,Nagpur,2016-06-01,5087,5369,4546,5874,2.973,2.99,1.997,21.1498134,79.0820556
1439,Nagpur,2016-09-01,5261,5506,4751,6171,2.552,4.509,5.056,21.1498134,79.0820556
1440,Nagpur,2016-12-01,5379,5580,4982,6007,1.344,4.862,-2.658,21.1498134,79.0820556
1441,Nagpur,2017-03-01,5567,5785,5077,6587,3.674,1.907,9.655,21.1498134,79.0820556
1442,Nagpur,2017-06-01,5568,5826,5149,5816,0.709,1.418,-11.705,21.1498134,79.0820556
1443,Nagpur,2017-09-01,5476,5771,5041,5508,-0.944,-2.097,-5.296,21.1498134,79.0820556
1444,Nagpur,2017-12-01,5587,5911,5098,5696,2.426,1.131,3.413,21.1498134,79.0820556
1445,Nagpur,2018-03-01,5599,5869,5088,6296,-0.711,-0.196,10.534,21.1498134,79.0820556
1446,Nagpur,2018-06-01,5637,5820,5141,7011,-0.835,1.042,11.356,21.1498134,79.0820556
