,city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk,latitude,longitude
0,Ahmedabad,2013-06-01,3212,2883,3161,3969,,,,23.0215374,72.5800568
1,Ahmedabad,2013-09-01,3210,2945,3133,3917,2.151,-0.886,-1.31,23.0215374,72.5800568
2,Ahmedabad,2013-12-01,3156,2939,3030,3906,-0.204,-3.288,-0.281,23.0215374,72.5800568
3,Ahmedabad,2014-03-01,3119,2920,2972,3887,-0.646,-1.914,-0.486,23.0215374,72.5800568
4,Ahmedabad,2014-06-01,3138,2997,2947,3918,2.637,-0.841,0.798,23.0215374,72.5800568
5,Ahmedabad,2014-09-01,3100,2953,2898,3923,-1.468,-1.663,0.128,23.0215374,72.5800568
6,Ahmedabad,2014-12-01,3128,2899,2973,3976,-1.829,2.588,1.351,23.0215374,72.5800568
7,Ahmedabad,2015-03-01,3141,2847,3013,4037,-1.794,1.345,1.534,23.0215374,72.5800568
8,Ahmedabad,2015-06-01,3141,2814,3037,4039,-1.159,0.797,0.05,23.0215374,72.5800568
9,Ahmedabad,2015-09-01,3165,2835,3059,4069,0.746,0.724,0.743,23.0215374,72.5800568
10,Ahmedabad,2015-12-01,3172,2911,3026,4060,2.681,-1.079,-0.221,23.0215374,72.5800568
11,Ahmedabad,2016-03-01,3149,2901,2987,4056,-0.344,-1.289,-0.099,23.0215374,72.5800568
12,Ahmedabad,2016-06-01,3175,2975,2973,4095,2.551,-0.469,0.962,23.0215374,72.5800568
13,Ahmedabad,2016-09-01,3198,2983,2997,4148,0.269,0.807,1.294,23.0215374,72.5800568
14,Ahmedabad,2016-12-01,3212,2980,3018,4171,-0.101,0.701,0.554,23.0215374,72.5800568
15,Ahmedabad,2017-03-01,3260,3019,3078,4207,1.309,1.988,0.863,23.0215374,72.5800568
16,Ahmedabad,2017-06-01,3256,2976,3134,4115,-1.424,1.819,-2.187,23.0215374,72.5800568
17,Ahmedabad,2017-09-01,3306,3082,3177,4075,3.562,1.372,-0.972,23.0215374,72.5800568
18,Ahmedabad,2017-12-01,3418,3259,3239,4200,5.743,1.952,3.067,23.0215374,72.5800568
19,Ahmedabad,2018-03-01,3515,3395,3301,4315,4.173,1.914,2.738,23.0215374,72.5800568
20,Ahmedabad,2018-06-01,3698,3628,3426,4564,6.863,3.787,5.771,23.0215374,72.5800568
21,Ahmedabad,2018-09-01,3876,3818,3591,4757,5.237,4.816,4.229,23.0215374,72.5800568
22,Ahmedabad,2018-12-01,4009,3969,3742,4810,3.955,4.205,1.114,23.0215374,72.5800568
23,Ahmedabad,2019-03-01,4115,4071,3854,4905,2.57,2.993,1.975,23.0215374,72.5800568
24,Ahmedabad,2019-06-01,4258,4247,3990,5007,4.323,3.529,2.08,23.0215374,72.5800568
25,Ahmedabad,2019-09-01,4445,4430,4173,5209,4.309,4.586,4.034,23.0215374,72.5800568
26,Ahmedabad,2019-12-01,4663,4580,4404,5518,3.386,5.536,5.932,23.0215374,72.5800568
27,Ahmedabad,2020-03-01,4817,4773,4563,5585,4.214,3.61,1.214,23.0215374,72.5800568
28,Ahmedabad,2020-06-01,4955,4874,4743,5680,2.116,3.945,1.701,23.0215374,72.5800568
29,Ahmedabad,2020-09-01,5008,4902,4847,5643,0.574,2.193,-0.651,23.0215374,72.5800568
30,Ahmedabad,2020-12-01,5157,4974,5051,5789,1.469,4.209,2.587,23.0215374,72.5800568
31,Ahmedabad,2021-03-01,5353,5036,5327,6017,1.246,5.464,3.939,23.0215374,72.5800568
32,Ahmedabad,2021-06-01,5484,5083,5477,6255,0.933,2.816,3.955,23.0215374,72.5800568
33,Ahmedabad,2021-09-01,5669,5223,5714,6386,2.754,4.327,2.094,23.0215374,72.5800568
34,Ahmedabad,2021-12-01,5783,5361,5863,6360,2.642,2.608,-0.407,23.0215374,72.5800568
35,Ahmedabad,2022-03-01,6079,5574,6231,6618,3.973,6.277,4.057,23.0215374,72.5800568
36,Ahmedabad,2022-06-01,6223,5672,6433,6694,1.758,3.242,1.148,23.0215374,72.5800568
37,Ahmedabad,2022-09-01,6442,5811,6679,6986,2.451,3.824,4.362,23.0215374,72.5800568
38,Ahmedabad,2022-12-01,6633,5947,6894,7217,2.34,3.219,3.307,23.0215374,72.5800568
39,Ahmedabad,2023-03-01,6735,6085,6983,7283,2.32,1.291,0.915,23.0215374,72.5800568
40,Ahmedabad,2023-06-01,6788,6208,6980,7357,2.021,-0.043,1.016,23.0215374,72.5800568
41,Ahmedabad,2023-09-01,6836,6333,7032,7251,2.014,0.745,-1.441,23.0215374,72.5800568
42,Ahmedabad,2023-12-01,6942,6385,7167,7383,0.821,1.92,1.82,23.0215374,72.5800568
43,Ahmedabad,2024-03-01,7131,6463,7417,7611,1.222,3.488,3.088,23.0215374,72.5800568
44,Ahmedabad,2024-06-01,7220,6523,7560,7612,0.928,1.928,0.013,23.0215374,72.5800568
45,Ahmedabad,2024-09-01,7380,6579,7713,7982,0.859,2.024,4.861,23.0215374,72.5800568
46,Bengaluru,2013-06-01,4835,4366,4604,5330,,,,12.98815675,77.62260003796
47,Bengaluru,2013-09-01,4894,4676,4647,5372,7.1,0.934,0.788,12.98815675,77.62260003796
48,Bengaluru,2013-12-01,4975,4875,4688,5502,4.256,0.882,2.42,12.98815675,77.62260003796
49,Bengaluru,2014-03-01,5047,5007,4759,5562,2.708,1.515,1.091,12.98815675,77.62260003796
50,Bengaluru,2014-06-01,5088,4778,4804,5647,-4.574,0.946,1.528,12.98815675,77.62260003796
51,Bengaluru,2014-09-01,5199,4803,4912,5780,0.523,2.248,2.355,12.98815675,77.62260003796
52,Bengaluru,2014-12-01,5307,4679,5043,5889,-2.582,2.667,1.886,12.98815675,77.62260003796
53,Bengaluru,2015-03-01,5418,4851,5136,6019,3.676,1.844,2.208,12.98815675,77.62260003796
54,Bengaluru,2015-06-01,5516,5097,5221,6114,5.071,1.655,1.578,12.98815675,77.62260003796
55,Bengaluru,2015-09-01,5623,5143,5302,6278,0.902,1.551,2.682,12.98815675,77.62260003796
56,Bengaluru,2015-12-01,5760,5630,5416,6392,9.469,2.15,1.816,12.98815675,77.62260003796
57,Bengaluru,2016-03-01,5885,5633,5563,6501,0.053,2.714,1.705,12.98815675,77.62260003796
58,Bengaluru,2016-06-01,6082,5813,5781,6663,3.195,3.919,2.492,12.98815675,77.62260003796
59,Bengaluru,2016-09-01,6268,5993,5962,6861,3.097,3.131,2.972,12.98815675,77.62260003796
60,Bengaluru,2016-12-01,6384,5779,6077,7036,-3.571,1.929,2.551,12.98815675,77.62260003796
61,Bengaluru,2017-03-01,6526,5940,6175,7254,2.786,1.613,3.098,12.98815675,77.62260003796
62,Bengaluru,2017-06-01,6403,5812,6074,7092,-2.155,-1.636,-2.233,12.98815675,77.62260003796
63,Bengaluru,2017-09-01,6192,5590,5870,6872,-3.82,-3.359,-3.102,12.98815675,77.62260003796
64,Bengaluru,2017-12-01,6302,5864,5928,7045,4.902,0.988,2.517,12.98815675,77.62260003796
65,Bengaluru,2018-03-01,6359,5995,5971,7113,2.234,0.725,0.965,12.98815675,77.62260003796
66,Bengaluru,2018-06-01,6544,6374,6124,7320,6.322,2.562,2.91,12.98815675,77.62260003796
67,Bengaluru,2018-09-01,6849,6837,6388,7666,7.264,4.311,4.727,12.98815675,77.62260003796
68,Bengaluru,2018-12-01,6963,7094,6494,7769,3.759,1.659,1.344,12.98815675,77.62260003796
69,Bengaluru,2019-03-01,7082,7033,6616,7915,-0.86,1.879,1.879,12.98815675,77.62260003796
70,Bengaluru,2019-06-01,7256,6954,6764,8182,-1.123,2.237,3.373,12.98815675,77.62260003796
71,Bengaluru,2019-09-01,7471,7061,6993,8391,1.539,3.386,2.554,12.98815675,77.62260003796
72,Bengaluru,2019-12-01,7563,7134,7180,8320,1.034,2.674,-0.846,12.98815675,77.62260003796
73,Bengaluru,2020-03-01,7502,7192,7183,8123,0.813,0.042,-2.368,12.98815675,77.62260003796
74,Bengaluru,2020-06-01,7431,7255,7176,7917,0.876,-0.097,-2.536,12.98815675,77.62260003796
75,Bengaluru,2020-09-01,7436,7657,7186,7840,5.541,0.139,-0.973,12.98815675,77.62260003796
76,Bengaluru,2020-12-01,7388,7637,7114,7828,-0.261,-1.002,-0.153,12.98815675,77.62260003796
77,Bengaluru,2021-03-01,7533,7843,7243,7990,2.697,1.813,2.069,12.98815675,77.62260003796
78,Bengaluru,2021-06-01,7601,7915,7297,8081,0.918,0.746,1.139,12.98815675,77.62260003796
79,Bengaluru,2021-09-01,7595,7796,7284,8109,-1.503,-0.178,0.346,12.98815675,77.62260003796
80,Bengaluru,2021-12-01,7671,7956,7336,8213,2.052,0.714,1.283,12.98815675,77.62260003796
81,Bengaluru,2022-03-01,7751,8057,7375,8362,1.269,0.532,1.814,12.98815675,77.62260003796
82,Bengaluru,2022-06-01,7877,8304,7494,8478,3.066,1.614,1.387,12.98815675,77.62260003796
83,Bengaluru,2022-09-01,8063,8549,7670,8672,2.95,2.349,2.288,12.98815675,77.62260003796
84,Bengaluru,2022-12-01,8283,8787,7874,8915,2.784,2.66,2.802,12.98815675,77.62260003796
85,Bengaluru,2023-03-01,8460,9167,8033,9087,4.325,2.019,1.929,12.98815675,77.62260003796
86,Bengaluru,2023-06-01,8563,9456,8113,9197,3.153,0.996,1.211,12.98815675,77.62260003796
87,Bengaluru,2023-09-01,8723,9640,8235,9419,1.946,1.504,2.414,12.98815675,77.62260003796
88,Bengaluru,2023-12-01,8869,9874,8303,9688,2.427,0.826,2.856,12.98815675,77.62260003796
89,Bengaluru,2024-03-01,9148,9988,8459,10216,1.155,1.879,5.45,12.98815675,77.62260003796
90,Bengaluru,2024-06-01,9470,10247,8764,10580,2.593,3.606,3.563,12.98815675,77.62260003796
91,Bengaluru,2024-09-01,9695,10528,8909,10935,2.742,1.654,3.355,12.98815675,77.62260003796
92,Bhiwadi,2013-06-01,2915,2970,2848,3071,,,,28.2039413,76.837441
93,Bhiwadi,2013-09-01,2981,3084,2859,3244,3.838,0.386,5.633,28.2039413,76.837441
94,Bhiwadi,2013-12-01,3074,3157,2971,3346,2.367,3.917,3.144,28.2039413,76.837441
95,Bhiwadi,2014-03-01,3127,3181,3042,3489,0.76,2.39,4.274,28.2039413,76.837441
96,Bhiwadi,2014-06-01,3276,3397,3139,3514,6.79,3.189,0.717,28.2039413,76.837441
97,Bhiwadi,2014-09-01,3533,3650,3419,3574,7.448,8.92,1.707,28.2039413,76.837441
98,Bhiwadi,2014-12-01,3590,3690,3476,3803,1.096,1.667,6.407,28.2039413,76.837441
99,Bhiwadi,2015-03-01,3699,3762,3628,3826,1.951,4.373,0.605,28.2039413,76.837441
100,Bhiwadi,2015-06-01,3703,3736,3668,3755,-0.691,1.103,-1.856,28.2039413,76.837441
101,Bhiwadi,2015-09-01,3650,3602,3680,3812,-3.587,0.327,1.518,28.2039413,76.837441
102,Bhiwadi,2015-12-01,3738,3666,3815,3638,1.777,3.668,-4.565,28.2039413,76.837441
103,Bhiwadi,2016-03-01,3747,3657,3835,3716,-0.245,0.524,2.144,28.2039413,76.837441
104,Bhiwadi,2016-06-01,3803,3708,3888,3844,1.395,1.382,3.445,28.2039413,76.837441
105,Bhiwadi,2016-09-01,3813,3745,3883,3744,0.998,-0.129,-2.601,28.2039413,76.837441
106,Bhiwadi,2016-12-01,3745,3684,3807,3688,-1.629,-1.957,-1.496,28.2039413,76.837441
107,Bhiwadi,2017-03-01,3687,3660,3725,3554,-0.651,-2.154,-3.633,28.2039413,76.837441
108,Bhiwadi,2017-06-01,3362,3190,3521,3411,-12.842,-5.477,-4.024,28.2039413,76.837441
109,Bhiwadi,2017-09-01,2887,2354,3348,3371,-26.207,-4.913,-1.173,28.2039413,76.837441
110,Bhiwadi,2017-12-01,2815,2298,3260,3308,-2.379,-2.628,-1.869,28.2039413,76.837441
111,Bhiwadi,2018-03-01,2774,2296,3174,3347,-0.087,-2.638,1.179,28.2039413,76.837441
112,Bhiwadi,2018-06-01,2887,2457,3252,3337,7.012,2.457,-0.299,28.2039413,76.837441
113,Bhiwadi,2018-09-01,3138,2872,3354,3530,16.891,3.137,5.784,28.2039413,76.837441
114,Bhiwadi,2018-12-01,3167,2881,3396,3617,0.313,1.252,2.465,28.2039413,76.837441
115,Bhiwadi,2019-03-01,3328,2948,3639,3859,2.326,7.155,6.691,28.2039413,76.837441
116,Bhiwadi,2019-06-01,3366,3014,3664,3733,2.239,0.687,-3.265,28.2039413,76.837441
117,Bhiwadi,2019-09-01,3402,3079,3698,3507,2.157,0.928,-6.054,28.2039413,76.837441
118,Bhiwadi,2019-12-01,3401,3051,3715,3588,-0.909,0.46,2.31,28.2039413,76.837441
119,Bhiwadi,2020-03-01,3325,3122,3505,3450,2.327,-5.653,-3.846,28.2039413,76.837441
120,Bhiwadi,2020-06-01,3315,3140,3460,3538,0.577,-1.284,2.551,28.2039413,76.837441
121,Bhiwadi,2020-09-01,3298,3149,3391,3818,0.287,-1.994,7.914,28.2039413,76.837441
122,Bhiwadi,2020-12-01,3276,3191,3280,4102,1.334,-3.273,7.438,28.2039413,76.837441
123,Bhiwadi,2021-03-01,3191,3061,3241,3990,-4.074,-1.189,-2.73,28.2039413,76.837441
124,Bhiwadi,2021-06-01,3208,3041,3294,4005,-0.653,1.635,0.376,28.2039413,76.837441
125,Bhiwadi,2021-09-01,3184,3013,3264,4083,-0.921,-0.911,1.948,28.2039413,76.837441
126,Bhiwadi,2021-12-01,3172,2967,3303,3864,-1.527,1.195,-5.364,28.2039413,76.837441
127,Bhiwadi,2022-03-01,3188,2994,3338,3548,0.91,1.06,-8.178,28.2039413,76.837441
128,Bhiwadi,2022-06-01,3186,2967,3353,3622,-0.902,0.449,2.086,28.2039413,76.837441
129,Bhiwadi,2022-09-01,3108,2903,3295,3173,-2.157,-1.73,-12.396,28.2039413,76.837441
130,Bhiwadi,2022-12-01,3074,2912,3220,3153,0.31,-2.276,-0.63,28.2039413,76.837441
131,Bhiwadi,2023-03-01,3075,2879,3233,3373,-1.133,0.404,6.977,28.2039413,76.837441
132,Bhiwadi,2023-06-01,3006,2845,3153,3059,-1.181,-2.474,-9.309,28.2039413,76.837441
133,Bhiwadi,2023-09-01,3080,2913,3230,3164,2.39,2.442,3.432,28.2039413,76.837441
134,Bhiwadi,2023-12-01,3121,2973,3264,3095,2.06,1.053,-2.181,28.2039413,76.837441
135,Bhiwadi,2024-03-01,3189,3138,3270,2828,5.55,0.184,-8.627,28.2039413,76.837441
136,Bhiwadi,2024-06-01,3236,3220,3285,2876,2.613,0.459,1.697,28.2039413,76.837441
137,Bhiwadi,2024-09-01,3261,3311,3248,2892,2.826,-1.126,0.556,28.2039413,76.837441
138,Bhopal,2013-06-01,3285,3553,3122,2827,,,,23.2584857,77.401989
139,Bhopal,2013-09-01,3366,3686,3139,2983,3.743,0.545,5.518,23.2584857,77.401989
140,Bhopal,2013-12-01,3403,3614,3259,3127,-1.953,3.823,4.827,23.2584857,77.401989
141,Bhopal,2014-03-01,3464,3655,3375,3003,1.134,3.559,-3.965,23.2584857,77.401989
142,Bhopal,2014-06-01,3480,3623,3468,2848,-0.876,2.756,-5.162,23.2584857,77.401989
143,Bhopal,2014-09-01,3462,3599,3461,2816,-0.662,-0.202,-1.124,23.2584857,77.401989
144,Bhopal,2014-12-01,3413,3586,3379,2759,-0.361,-2.369,-2.024,23.2584857,77.401989
145,Bhopal,2015-03-01,3417,3637,3293,2991,1.422,-2.545,8.409,23.2584857,77.401989
146,Bhopal,2015-06-01,3460,3614,3357,3242,-0.632,1.944,8.392,23.2584857,77.401989
147,Bhopal,2015-09-01,3446,3607,3332,3253,-0.194,-0.745,0.339,23.2584857,77.401989
148,Bhopal,2015-12-01,3529,3667,3418,3436,1.663,2.581,5.626,23.2584857,77.401989
149,Bhopal,2016-03-01,3556,3689,3487,3266,0.6,2.019,-4.948,23.2584857,77.401989
150,Bhopal,2016-06-01,3526,3715,3398,3268,0.705,-2.552,0.061,23.2584857,77.401989
151,Bhopal,2016-09-01,3587,3782,3457,3314,1.803,1.736,1.408,23.2584857,77.401989
152,Bhopal,2016-12-01,3555,3777,3421,3174,-0.132,-1.041,-4.225,23.2584857,77.401989
153,Bhopal,2017-03-01,3554,3751,3429,3244,-0.688,0.234,2.205,23.2584857,77.401989
154,Bhopal,2017-06-01,3609,3635,3626,3400,-3.093,5.745,4.809,23.2584857,77.401989
155,Bhopal,2017-09-01,3562,3495,3622,3575,-3.851,-0.11,5.147,23.2584857,77.401989
156,Bhopal,2017-12-01,3563,3480,3615,3701,-0.429,-0.193,3.524,23.2584857,77.401989
157,Bhopal,2018-03-01,3699,3622,3739,3868,4.08,3.43,4.512,23.2584857,77.401989
158,Bhopal,2018-06-01,3705,3691,3678,3907,1.905,-1.631,1.008,23.2584857,77.401989
159,Bhopal,2018-09-01,3751,3749,3709,3973,1.571,0.843,1.689,23.2584857,77.401989
160,Bhopal,2018-12-01,3797,3796,3738,4097,1.254,0.782,3.121,23.2584857,77.401989
161,Bhopal,2019-03-01,3710,3716,3616,4161,-2.107,-3.264,1.562,23.2584857,77.401989
162,Bhopal,2019-06-01,3701,3716,3623,4022,0.0,0.194,-3.341,23.2584857,77.401989
163,Bhopal,2019-09-01,3729,3719,3670,4080,0.081,1.297,1.442,23.2584857,77.401989
164,Bhopal,2019-12-01,3792,3718,3807,4071,-0.027,3.733,-0.221,23.2584857,77.401989
165,Bhopal,2020-03-01,3915,3774,4014,4081,1.506,5.437,0.246,23.2584857,77.401989
166,Bhopal,2020-06-01,3991,3795,4140,4168,0.556,3.139,2.132,23.2584857,77.401989
167,Bhopal,2020-09-01,3989,3813,4135,4087,0.474,-0.121,-1.943,23.2584857,77.401989
168,Bhopal,2020-12-01,3959,3810,4077,4069,-0.079,-1.403,-0.44,23.2584857,77.401989
169,Bhopal,2021-03-01,3818,3689,3918,3930,-3.176,-3.9,-3.416,23.2584857,77.401989
170,Bhopal,2021-06-01,3790,3669,3870,3960,-0.542,-1.225,0.763,23.2584857,77.401989
171,Bhopal,2021-09-01,3834,3662,3953,4049,-0.191,2.145,2.247,23.2584857,77.401989
172,Bhopal,2021-12-01,3788,3543,3986,3960,-3.25,0.835,-2.198,23.2584857,77.401989
173,Bhopal,2022-03-01,3890,3528,4188,4106,-0.423,5.068,3.687,23.2584857,77.401989
174,Bhopal,2022-06-01,3918,3537,4235,4127,0.255,1.122,0.511,23.2584857,77.401989
175,Bhopal,2022-09-01,3972,3601,4282,4176,1.809,1.11,1.187,23.2584857,77.401989
176,Bhopal,2022-12-01,4071,3696,4388,4250,2.638,2.475,1.772,23.2584857,77.401989
177,Bhopal,2023-03-01,4086,3785,4324,4320,2.408,-1.459,1.647,23.2584857,77.401989
178,Bhopal,2023-06-01,4067,3829,4264,4210,1.162,-1.388,-2.546,23.2584857,77.401989
179,Bhopal,2023-09-01,4033,3757,4265,4179,-1.88,0.023,-0.736,23.2584857,77.401989
180,Bhopal,2023-12-01,4005,3726,4223,4240,-0.825,-0.985,1.46,23.2584857,77.401989
181,Bhopal,2024-03-01,4127,3726,4457,4373,0.0,5.541,3.137,23.2584857,77.401989
182,Bhopal,2024-06-01,4270,3799,4621,4739,1.959,3.68,8.37,23.2584857,77.401989
183,Bhopal,2024-09-01,4405,3913,4803,4742,3.001,3.939,0.063,23.2584857,77.401989
184,Bhubaneswar,2013-06-01,3555,3001,3381,3931,,,,20.2602964,85.8394521
185,Bhubaneswar,2013-09-01,3641,3314,3504,3924,10.43,3.638,-0.178,20.2602964,85.8394521
186,Bhubaneswar,2013-12-01,3590,3493,3475,3804,5.401,-0.828,-3.058,20.2602964,85.8394521
187,Bhubaneswar,2014-03-01,3653,3889,3596,3724,11.337,3.482,-2.103,20.2602964,85.8394521
188,Bhubaneswar,2014-06-01,3611,3735,3588,3635,-3.96,-0.222,-2.39,20.2602964,85.8394521
189,Bhubaneswar,2014-09-01,3574,3956,3511,3638,5.917,-2.146,0.083,20.2602964,85.8394521
190,Bhubaneswar,2014-12-01,3626,3954,3540,3737,-0.051,0.826,2.721,20.2602964,85.8394521
191,Bhubaneswar,2015-03-01,3628,4022,3515,3780,1.72,-0.706,1.151,20.2602964,85.8394521
192,Bhubaneswar,2015-06-01,3698,4329,3528,3920,7.633,0.37,3.704,20.2602964,85.8394521
193,Bhubaneswar,2015-09-01,3700,4285,3500,3980,-1.016,-0.794,1.531,20.2602964,85.8394521
194,Bhubaneswar,2015-12-01,3629,4377,3407,3928,2.147,-2.657,-1.307,20.2602964,85.8394521
195,Bhubaneswar,2016-03-01,3622,4436,3395,3923,1.348,-0.352,-0.127,20.2602964,85.8394521
196,Bhubaneswar,2016-06-01,3585,4259,3351,3914,-3.99,-1.296,-0.229,20.2602964,85.8394521
197,Bhubaneswar,2016-09-01,3620,4203,3402,3932,-1.315,1.522,0.46,20.2602964,85.8394521
198,Bhubaneswar,2016-12-01,3665,4080,3451,3989,-2.926,1.44,1.45,20.2602964,85.8394521
199,Bhubaneswar,2017-03-01,3763,3716,3549,4146,-8.922,2.84,3.936,20.2602964,85.8394521
200,Bhubaneswar,2017-06-01,3839,3877,3644,4178,4.333,2.677,0.772,20.2602964,85.8394521
201,Bhubaneswar,2017-09-01,3827,3950,3602,4208,1.883,-1.153,0.718,20.2602964,85.8394521
202,Bhubaneswar,2017-12-01,3965,4060,3793,4257,2.785,5.303,1.164,20.2602964,85.8394521
203,Bhubaneswar,2018-03-01,3958,4133,3775,4258,1.798,-0.475,0.023,20.2602964,85.8394521
204,Bhubaneswar,2018-06-01,4011,4074,3851,4285,-1.428,2.013,0.634,20.2602964,85.8394521
205,Bhubaneswar,2018-09-01,4163,4243,4075,4306,4.148,5.817,0.49,20.2602964,85.8394521
206,Bhubaneswar,2018-12-01,4216,4327,4125,4362,1.98,1.227,1.301,20.2602964,85.8394521
207,Bhubaneswar,2019-03-01,4417,4516,4345,4533,4.368,5.333,3.92,20.2602964,85.8394521
208,Bhubaneswar,2019-06-01,4468,4509,4416,4553,-0.155,1.634,0.441,20.2602964,85.8394521
209,Bhubaneswar,2019-09-01,4523,4684,4473,4590,3.881,1.291,0.813,20.2602964,85.8394521
210,Bhubaneswar,2019-12-01,4721,4897,4746,4654,4.547,6.103,1.394,20.2602964,85.8394521
211,Bhubaneswar,2020-03-01,4745,5030,4820,4578,2.716,1.559,-1.633,20.2602964,85.8394521
212,Bhubaneswar,2020-06-01,4798,5555,4854,4604,10.437,0.705,0.568,20.2602964,85.8394521
213,Bhubaneswar,2020-09-01,4779,5381,4765,4728,-3.132,-1.834,2.693,20.2602964,85.8394521
214,Bhubaneswar,2020-12-01,4655,5708,4578,4660,6.077,-3.924,-1.438,20.2602964,85.8394521
215,Bhubaneswar,2021-03-01,4847,5840,4823,4766,2.313,5.352,2.275,20.2602964,85.8394521
216,Bhubaneswar,2021-06-01,4923,5739,4947,4778,-1.729,2.571,0.252,20.2602964,85.8394521
217,Bhubaneswar,2021-09-01,4967,5833,5044,4723,1.638,1.961,-1.151,20.2602964,85.8394521
218,Bhubaneswar,2021-12-01,5223,5830,5342,4937,-0.051,5.908,4.531,20.2602964,85.8394521
219,Bhubaneswar,2022-03-01,5541,6145,5691,5199,5.403,6.533,5.307,20.2602964,85.8394521
220,Bhubaneswar,2022-06-01,5640,6213,5732,5406,1.107,0.72,3.982,20.2602964,85.8394521
221,Bhubaneswar,2022-09-01,5845,6399,5981,5535,2.994,4.344,2.386,20.2602964,85.8394521
222,Bhubaneswar,2022-12-01,6002,6756,6159,5632,5.579,2.976,1.752,20.2602964,85.8394521
223,Bhubaneswar,2023-03-01,6226,6950,6308,5991,2.872,2.419,6.374,20.2602964,85.8394521
224,Bhubaneswar,2023-06-01,6401,7302,6472,6164,5.065,2.6,2.888,20.2602964,85.8394521
225,Bhubaneswar,2023-09-01,6579,7463,6531,6552,2.205,0.912,6.295,20.2602964,85.8394521
226,Bhubaneswar,2023-12-01,6659,7641,6643,6565,2.385,1.715,0.198,20.2602964,85.8394521
227,Bhubaneswar,2024-03-01,6994,8613,6983,6811,12.721,5.118,3.747,20.2602964,85.8394521
228,Bhubaneswar,2024-06-01,7313,8913,7409,6943,3.483,6.101,1.938,20.2602964,85.8394521
229,Bhubaneswar,2024-09-01,7616,8973,7912,6925,0.673,6.789,-0.259,20.2602964,85.8394521
230,Bidhan Nagar ,2013-06-01,3250,2890,3276,4229,,,,22.591149,88.3912585
231,Bidhan Nagar ,2013-09-01,3357,2994,3375,4387,3.599,3.022,3.736,22.591149,88.3912585
232,Bidhan Nagar ,2013-12-01,3421,3102,3418,4437,3.607,1.274,1.14,22.591149,88.3912585
233,Bidhan Nagar ,2014-03-01,3584,3288,3526,4826,5.996,3.16,8.767,22.591149,88.3912585
234,Bidhan Nagar ,2014-06-01,3740,3440,3642,5218,4.623,3.29,8.123,22.591149,88.3912585
235,Bidhan Nagar ,2014-09-01,3958,3587,3916,5352,4.273,7.523,2.568,22.591149,88.3912585
236,Bidhan Nagar ,2014-12-01,4101,3740,4039,5573,4.265,3.141,4.129,22.591149,88.3912585
237,Bidhan Nagar ,2015-03-01,4116,3779,4062,5469,1.043,0.569,-1.866,22.591149,88.3912585
238,Bidhan Nagar ,2015-06-01,4122,3784,4066,5491,0.132,0.098,0.402,22.591149,88.3912585
239,Bidhan Nagar ,2015-09-01,4162,3955,4024,5576,4.519,-1.033,1.548,22.591149,88.3912585
240,Bidhan Nagar ,2015-12-01,4266,4011,4184,5514,1.416,3.976,-1.112,22.591149,88.3912585
241,Bidhan Nagar ,2016-03-01,4324,4104,4234,5513,2.319,1.195,-0.018,22.591149,88.3912585
242,Bidhan Nagar ,2016-06-01,4420,4242,4317,5549,3.363,1.96,0.653,22.591149,88.3912585
243,Bidhan Nagar ,2016-09-01,4441,4226,4360,5562,-0.377,0.996,0.234,22.591149,88.3912585
244,Bidhan Nagar ,2016-12-01,4373,4136,4298,5524,-2.13,-1.422,-0.683,22.591149,88.3912585
245,Bidhan Nagar ,2017-03-01,4354,4045,4298,5628,-2.2,0.0,1.883,22.591149,88.3912585
246,Bidhan Nagar ,2017-06-01,4341,4127,4266,5426,2.027,-0.745,-3.589,22.591149,88.3912585
247,Bidhan Nagar ,2017-09-01,4370,4141,4309,5427,0.339,1.008,0.018,22.591149,88.3912585
248,Bidhan Nagar ,2017-12-01,4458,4292,4366,5486,3.646,1.323,1.087,22.591149,88.3912585
249,Bidhan Nagar ,2018-03-01,4516,4330,4422,5621,0.885,1.283,2.461,22.591149,88.3912585
250,Bidhan Nagar ,2018-06-01,4629,4358,4554,5886,0.647,2.985,4.714,22.591149,88.3912585
251,Bidhan Nagar ,2018-09-01,4778,4461,4715,6122,2.363,3.535,4.01,22.591149,88.3912585
252,Bidhan Nagar ,2018-12-01,4870,4521,4806,6317,1.345,1.93,3.185,22.591149,88.3912585
253,Bidhan Nagar ,2019-03-01,4884,4481,4879,6173,-0.885,1.519,-2.28,22.591149,88.3912585
254,Bidhan Nagar ,2019-06-01,4891,4442,4900,6238,-0.87,0.43,1.053,22.591149,88.3912585
255,Bidhan Nagar ,2019-09-01,4814,4342,4826,6223,-2.251,-1.51,-0.24,22.591149,88.3912585
256,Bidhan Nagar ,2019-12-01,4811,4275,4852,6262,-1.543,0.539,0.627,22.591149,88.3912585
257,Bidhan Nagar ,2020-03-01,4960,4517,4936,6482,5.661,1.731,3.513,22.591149,88.3912585
258,Bidhan Nagar ,2020-06-01,5067,4628,5049,6539,2.457,2.289,0.879,22.591149,88.3912585
259,Bidhan Nagar ,2020-09-01,5102,4596,5097,6714,-0.691,0.951,2.676,22.591149,88.3912585
260,Bidhan Nagar ,2020-12-01,5052,4430,5040,7058,-3.612,-1.118,5.124,22.591149,88.3912585
