city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk
Thane,2020-12-01,16299,16253,16189,17504,1.799,-0.65,-4.048
Thane,2021-03-01,16011,16006,15781,17548,-2.086,-4.299,-4.576
Thane,2021-06-01,16116,16105,15908,17577,-2.899,-5.576,-3.419
Thane,2021-09-01,16132,16122,15883,17847,0.342,-3.608,2.037
Thane,2021-12-01,16086,16056,15846,17959,-1.222,-2.16,2.549
Thane,2022-03-01,16208,16118,16090,17956,0.698,1.95,2.272
Thane,2022-06-01,16264,16174,16149,17994,0.428,1.498,2.322
Thane,2022-09-01,16377,16198,16424,18031,0.47,3.35,1.023
Thane,2022-12-01,16593,16409,16623,18406,2.179,4.731,2.479
Thane,2023-03-01,16709,16590,16604,18699,2.876,3.092,4.037
Thane,2023-06-01,16733,16528,16744,18913,2.134,3.583,4.915
Thane,2023-09-01,16984,16699,17096,19377,3.031,4.013,7.117
Thane,2023-12-01,17080,16677,17401,19431,1.605,4.551,5.29
Thane,2024-03-01,17502,16829,18249,20062,1.433,9.453,7.015
Thane,2024-06-01,17799,17056,18686,20230,3.137,10.642,6.565
Thane,2024-09-01,18008,17280,18938,20000,3.406,9.858,3.08
Thiruvananthapuram,2013-06-01,4155,5031,3840,4257,NULL,NULL,NULL
Thiruvananthapuram,2013-09-01,4174,5031,3749,4398,NULL,NULL,NULL
Thiruvananthapuram,2013-12-01,4035,4832,3798,4074,NULL,NULL,NULL
Thiruvananthapuram,2014-03-01,4222,5238,3874,4321,NULL,NULL,NULL
Thiruvananthapuram,2014-06-01,4254,5238,3958,4306,3.952,3.046,1.134
Thiruvananthapuram,2014-09-01,4345,4822,4086,4495,-3.99,8.514,2.253
Thiruvananthapuram,2014-12-01,4291,3788,4075,4657,-21.651,6.779,12.97
Thiruvananthapuram,2015-03-01,4240,3587,4109,4555,-43.585,5.767,5.025
Thiruvananthapuram,2015-06-01,4380,3822,4202,4720,-39.476,5.938,9.089
Thiruvananthapuram,2015-09-01,4545,3370,4467,4946,-37.991,9.067,9.555
Thiruvananthapuram,2015-12-01,4779,3452,4780,5136,-9.97,15.782,9.685
Thiruvananthapuram,2016-03-01,4896,3432,4882,5305,-4.49,16.172,14.603
Thiruvananthapuram,2016-06-01,5128,3476,5126,5576,-10.082,18.927,16.136
Thiruvananthapuram,2016-09-01,5294,3909,5231,5734,15.506,14.904,14.132
Thiruvananthapuram,2016-12-01,5295,4198,5364,5517,19.084,11.164,6.645
Thiruvananthapuram,2017-03-01,5358,4312,5665,5311,20.962,14.597,0.109
Thiruvananthapuram,2017-06-01,5109,4634,5439,4883,26.855,5.525,-13.048
Thiruvananthapuram,2017-09-01,5033,4712,5380,4747,17.328,2.739,-20.213
Thiruvananthapuram,2017-12-01,5167,4881,5338,5062,14.495,-0.483,-9.585
Thiruvananthapuram,2018-03-01,5005,4893,5182,4845,11.903,-9.048,-9.206
Thiruvananthapuram,2018-06-01,5109,4817,5309,4974,3.74,-2.509,1.878
Thiruvananthapuram,2018-09-01,5299,4865,5544,5152,3.176,3.089,8.142
Thiruvananthapuram,2018-12-01,5263,4838,5626,4989,-0.884,5.195,-1.417
Thiruvananthapuram,2019-03-01,5693,5227,5976,5517,6.904,14.113,13.47
Thiruvananthapuram,2019-06-01,5851,5720,6097,5623,17.276,13.186,11.764
Thiruvananthapuram,2019-09-01,5979,6732,6072,5676,32.64,8.66,9.319
Thiruvananthapuram,2019-12-01,6116,6781,6181,5867,28.862,9.14,15.469
Thiruvananthapuram,2020-03-01,6263,6948,6062,6293,25.38,1.391,13.227
Thiruvananthapuram,2020-06-01,6363,6848,6284,6317,16.235,3.085,11.028
Thiruvananthapuram,2020-09-01,6595,6281,6572,6704,-6.586,7.957,16.274
Thiruvananthapuram,2020-12-01,6848,7041,6732,6920,4.139,8.384,15.707
Thiruvananthapuram,2021-03-01,6768,6512,6948,6644,-6.192,13.161,5.072
Thiruvananthapuram,2021-06-01,6987,6460,7115,6991,-5.958,11.96,10.144
Thiruvananthapuram,2021-09-01,7170,6969,7089,7309,10.65,7.266,8.654
Thiruvananthapuram,2021-12-01,7357,7134,7221,7562,1.334,6.898,8.784
Thiruvananthapuram,2022-03-01,7513,7654,7385,7613,16.008,6.052,12.814
Thiruvananthapuram,2022-06-01,7438,7735,7407,7392,16.658,3.954,5.267
Thiruvananthapuram,2022-09-01,7389,7398,7621,7138,5.546,7.182,-2.313
Thiruvananthapuram,2022-12-01,7497,7378,7723,7286,3.298,6.587,-3.867
Thiruvananthapuram,2023-03-01,7637,7735,8062,7156,1.098,8.766,-6.272
Thiruvananthapuram,2023-06-01,7738,7991,8236,7136,3.31,10.283,-3.577
Thiruvananthapuram,2023-09-01,7795,8532,8231,7129,14.191,7.407,-0.126
Thiruvananthapuram,2023-12-01,7967,8607,8492,7232,14.405,9.343,-0.757
Thiruvananthapuram,2024-03-01,7931,8305,8324,7410,6.623,3.085,3.512
Thiruvananthapuram,2024-06-01,7970,8188,8292,7566,2.372,0.673,5.803
Thiruvananthapuram,2024-09-01,7794,8066,8411,7061,-5.691,2.171,-0.899
Vadodara,2013-06-01,2725,2626,2779,2863,NULL,NULL,NULL
Vadodara,2013-09-01,2759,2698,2777,2900,NULL,NULL,NULL
Vadodara,2013-12-01,2807,2769,2790,3004,NULL,NULL,NULL
Vadodara,2014-03-01,2820,2839,2756,3003,NULL,NULL,NULL
Vadodara,2014-06-01,2826,2868,2736,3028,8.524,-1.56,5.495
Vadodara,2014-09-01,2872,2917,2778,3079,7.636,0.037,5.911
Vadodara,2014-12-01,2887,2955,2781,3062,6.376,-0.324,1.884
Vadodara,2015-03-01,2901,2942,2823,3065,3.486,2.409,2.025
Vadodara,2015-06-01,2911,2968,2823,3053,3.399,3.082,0.816
Vadodara,2015-09-01,2890,2961,2788,3035,1.482,0.354,-1.441
Vadodara,2015-12-01,2894,2975,2787,3024,0.675,0.215,-1.252
Vadodara,2016-03-01,2875,2968,2760,2992,0.874,-2.26,-2.414
Vadodara,2016-06-01,2886,2969,2768,3057,0.034,-1.993,0.134
Vadodara,2016-09-01,2901,2952,2807,3091,-0.303,0.686,1.832
Vadodara,2016-12-01,2904,2930,2824,3125,-1.524,1.318,3.268
Vadodara,2017-03-01,2951,2962,2863,3255,-0.205,3.647,8.416
Vadodara,2017-06-01,2948,2978,2867,3160,0.304,3.458,3.164
Vadodara,2017-09-01,2947,3023,2823,3167,2.384,0.558,2.405
Vadodara,2017-12-01,3035,3180,2851,3242,8.27,0.956,3.694
Vadodara,2018-03-01,3073,3261,2848,3288,9.403,-0.526,1.018
Vadodara,2018-06-01,3174,3406,2910,3386,13.125,1.51,6.873
Vadodara,2018-09-01,3236,3475,2973,3413,13.271,5.155,7.265
Vadodara,2018-12-01,3224,3443,2987,3378,7.568,4.575,3.985
Vadodara,2019-03-01,3288,3473,3077,3462,6.157,7.667,5.151
Vadodara,2019-06-01,3379,3530,3197,3555,3.57,9.327,4.882
Vadodara,2019-09-01,3514,3583,3394,3736,3.059,13.169,9.086
Vadodara,2019-12-01,3702,3655,3671,3985,5.917,20.153,16.247
Vadodara,2020-03-01,3825,3744,3835,4073,7.415,20.648,15.332
Vadodara,2020-06-01,3889,3769,3928,4157,6.384,19.061,14.78
Vadodara,2020-09-01,3906,3855,3893,4134,7.217,12.704,9.574
Vadodara,2020-12-01,3903,3944,3824,4065,7.497,3.93,1.935
Vadodara,2021-03-01,3915,3966,3837,4039,5.629,0.052,-0.836
Vadodara,2021-06-01,3963,3997,3888,4133,5.749,-1.042,-0.594
Vadodara,2021-09-01,4029,4073,3950,4187,5.454,1.466,1.282
Vadodara,2021-12-01,4168,4156,4121,4397,5.205,7.519,7.929
Vadodara,2022-03-01,4332,4291,4301,4594,7.82,11.259,12.622
Vadodara,2022-06-01,4426,4358,4431,4650,8.413,12.625,11.254
Vadodara,2022-09-01,4585,4430,4660,4835,8.192,16.023,13.935
Vadodara,2022-12-01,4704,4497,4818,4988,7.698,14.957,12.223
Vadodara,2023-03-01,4863,4547,5057,5215,5.693,15.691,12.45
Vadodara,2023-06-01,4916,4586,5109,5322,5.014,13.407,12.886
Vadodara,2023-09-01,4983,4635,5162,5506,4.47,9.826,12.608
Vadodara,2023-12-01,5040,4679,5190,5727,3.927,7.207,13.422
Vadodara,2024-03-01,5062,4737,5190,5706,4.061,2.563,8.573
Vadodara,2024-06-01,5079,4752,5209,5722,3.504,1.927,7.01
Vadodara,2024-09-01,5109,4808,5196,5824,3.641,0.653,5.557
"Vasai Virar",2013-06-01,5124,5115,5308,0,NULL,NULL,NULL
"Vasai Virar",2013-09-01,5396,5400,5322,0,NULL,NULL,NULL
"Vasai Virar",2013-12-01,5444,5448,5370,0,NULL,NULL,NULL
"Vasai Virar",2014-03-01,5587,5588,5569,6295,NULL,NULL,NULL
"Vasai Virar",2014-06-01,5628,5628,5635,6295,9.18,5.872,100
"Vasai Virar",2014-09-01,5648,5643,5741,5439,4.318,7.436,86.402
"Vasai Virar",2014-12-01,5733,5727,5838,5439,4.944,8.152,100
"Vasai Virar",2015-03-01,5775,5771,5848,5816,3.195,4.779,-8.807
"Vasai Virar",2015-06-01,5841,5835,5944,5816,3.587,5.284,-8.236
"Vasai Virar",2015-09-01,5924,5924,5924,6352,4.816,3.079,15.698
"Vasai Virar",2015-12-01,5984,5987,5934,6514,4.389,1.621,16.924
"Vasai Virar",2016-03-01,6044,6047,5988,6252,4.61,2.359,6.693
"Vasai Virar",2016-06-01,6086,6090,6006,6252,4.217,1.035,6.974
"Vasai Virar",2016-09-01,6083,6088,5991,5754,2.693,1.116,-9.565
"Vasai Virar",2016-12-01,6110,6116,5991,5031,2.119,0.951,-25.773
"Vasai Virar",2017-03-01,6145,6149,6077,5026,1.668,1.486,-24.369
"Vasai Virar",2017-06-01,6198,6206,6041,6005,1.886,0.576,-4.914
"Vasai Virar",2017-09-01,6350,6361,6153,7962,4.399,2.682,36.769
"Vasai Virar",2017-12-01,6429,6437,6292,7881,5.046,4.892,35.795
"Vasai Virar",2018-03-01,6447,6454,6309,7747,4.738,3.687,34.526
"Vasai Virar",2018-06-01,6526,6534,6371,7693,5.082,5.231,21.789
"Vasai Virar",2018-09-01,6585,6591,6477,7693,3.52,5.086,-3.497
"Vasai Virar",2018-12-01,6643,6652,6470,6888,3.262,2.748,-12.908
"Vasai Virar",2019-03-01,6664,6672,6516,6627,3.277,3.199,-16.26
"Vasai Virar",2019-06-01,6676,6683,6539,6627,2.233,2.578,-16.086
"Vasai Virar",2019-09-01,6703,6714,6503,6534,1.84,0.398,-17.489
"Vasai Virar",2019-12-01,6594,6609,6322,6783,-0.64,-2.276,-1.607
"Vasai Virar",2020-03-01,6618,6637,6252,8413,-0.53,-4.176,26.331
"Vasai Virar",2020-06-01,6567,6590,6143,8413,-1.401,-6.334,21.229
"Vasai Virar",2020-09-01,6527,6537,6336,8045,-2.686,-2.719,17.96
"Vasai Virar",2020-12-01,6674,6720,5817,7527,1.698,-7.97,9.248
"Vasai Virar",2021-03-01,6737,6769,6132,6387,1.964,-2.063,-26.916
"Vasai Virar",2021-06-01,6764,6797,6145,6387,3.058,0.033,-31.721
"Vasai Virar",2021-09-01,6804,6838,6162,5198,4.428,-2.832,-44.575
"Vasai Virar",2021-12-01,6805,6807,6772,5214,1.272,15.498,-44.498
"Vasai Virar",2022-03-01,6923,6932,6741,5255,2.395,8.993,-21.711
"Vasai Virar",2022-06-01,6964,6970,6843,5255,2.496,10.355,-21.541
"Vasai Virar",2022-09-01,7058,7061,7002,6423,3.199,12.275,23.311
"Vasai Virar",2022-12-01,7268,7279,7060,6955,6.685,4.113,27.106
"Vasai Virar",2023-03-01,7342,7350,7183,7663,5.743,6.261,34.623
"Vasai Virar",2023-06-01,7412,7423,7219,6924,6.163,5.235,21.78
"Vasai Virar",2023-09-01,7470,7485,7196,6982,5.712,2.687,8.073
"Vasai Virar",2023-12-01,7480,7491,7272,6915,2.832,2.946,-0.573
"Vasai Virar",2024-03-01,7604,7630,7125,6776,3.738,-0.798,-12.827
"Vasai Virar",2024-06-01,7820,7850,7247,6415,5.596,0.393,-7.512
"Vasai Virar",2024-09-01,8161,8204,7349,6106,9.159,2.111,-13.655
Vijayawada,2013-06-01,3380,3135,3305,3721,NULL,NULL,NULL
Vijayawada,2013-09-01,3480,3197,3358,3973,NULL,NULL,NULL
Vijayawada,2013-12-01,3606,3375,3455,4143,NULL,NULL,NULL
Vijayawada,2014-03-01,3692,3373,3539,4285,NULL,NULL,NULL
Vijayawada,2014-06-01,3739,3464,3602,4262,9.754,8.392,12.625
Vijayawada,2014-09-01,3922,3603,3764,4529,11.721,11.272,13.046
Vijayawada,2014-12-01,4005,3696,3858,4578,8.909,10.707,9.605
Vijayawada,2015-03-01,4121,3899,3997,4580,14.232,11.871,6.444
Vijayawada,2015-06-01,4217,4025,4098,4647,14.388,12.409,8.406
Vijayawada,2015-09-01,4182,3963,4070,4608,8.944,7.467,1.7
Vijayawada,2015-12-01,4231,4219,4173,4390,13.197,7.74,-4.08
Vijayawada,2016-03-01,4387,4501,4262,4648,14.269,6.35,1.549
Vijayawada,2016-06-01,4425,4623,4340,4534,13.286,5.678,-2.431
Vijayawada,2016-09-01,4568,4695,4463,4770,15.834,9.055,3.573
Vijayawada,2016-12-01,4729,4646,4624,5053,9.095,10.105,13.899
Vijayawada,2017-03-01,4781,4604,4686,5137,2.217,9.17,9.677
Vijayawada,2017-06-01,4654,4532,4534,5041,-1.977,4.14,9.87
Vijayawada,2017-09-01,4592,4611,4420,5036,-1.853,-0.948,5.277
Vijayawada,2017-12-01,4587,4635,4422,4995,-0.239,-4.57,-1.152
Vijayawada,2018-03-01,4601,4780,4446,4908,3.797,-5.427,-4.585
Vijayawada,2018-06-01,4586,4903,4415,4854,7.762,-2.677,-3.81
Vijayawada,2018-09-01,4614,4830,4477,4846,4.467,1.291,-3.914
Vijayawada,2018-12-01,4580,4775,4448,4814,2.899,0.581,-3.735
Vijayawada,2019-03-01,4574,4732,4433,4855,-1.005,-0.292,-1.101
Vijayawada,2019-06-01,4612,4635,4500,4894,-5.664,1.917,0.824
Vijayawada,2019-09-01,4580,4592,4462,4887,-5.135,-0.333,0.838
Vijayawada,2019-12-01,4594,4549,4469,4949,-4.922,0.471,2.762
Vijayawada,2020-03-01,4575,4381,4457,5001,-7.716,0.537,2.95
Vijayawada,2020-06-01,4549,4273,4394,5124,-8.263,-2.378,4.599
Vijayawada,2020-09-01,4591,4220,4428,5240,-8.706,-0.774,6.889
Vijayawada,2020-12-01,4606,4133,4416,5386,-9.858,-1.197,8.34
Vijayawada,2021-03-01,4629,4223,4474,5277,-3.823,0.385,5.124
Vijayawada,2021-06-01,4612,4246,4444,5273,-0.639,1.118,2.824
Vijayawada,2021-09-01,4623,4083,4482,5314,-3.227,1.215,1.403
Vijayawada,2021-12-01,4609,3829,4554,5215,-7.446,3.079,-3.218
Vijayawada,2022-03-01,4663,3796,4593,5359,-11.152,2.613,1.572
Vijayawada,2022-06-01,4716,3891,4644,5391,-9.352,4.354,2.202
Vijayawada,2022-09-01,4767,4039,4673,5443,-1.131,4.113,2.393
Vijayawada,2022-12-01,4866,4397,4696,5595,14.063,3.039,6.981
Vijayawada,2023-03-01,4876,4517,4658,5664,16.398,1.384,5.451
Vijayawada,2023-06-01,4881,4570,4686,5582,15.032,0.902,3.372
Vijayawada,2023-09-01,4913,4583,4726,5603,11.904,1.131,2.866
Vijayawada,2023-12-01,4919,4629,4742,5559,5.062,0.973,-0.643
Vijayawada,2024-03-01,5003,4686,4847,5604,3.651,3.986,-1.079
Vijayawada,2024-06-01,5065,4733,4886,5734,3.478,4.126,2.712
Vijayawada,2024-09-01,5162,4935,4908,5966,7.437,3.725,6.331
Vizag,2013-06-01,2817,2825,2613,3435,NULL,NULL,NULL
Vizag,2013-09-01,2828,2864,2627,3425,NULL,NULL,NULL
Vizag,2013-12-01,2830,2825,2667,3332,NULL,NULL,NULL
Vizag,2014-03-01,2825,2850,2682,3247,NULL,NULL,NULL
Vizag,2014-06-01,2834,2827,2708,3222,0.07,3.542,-6.56
Vizag,2014-09-01,2864,2947,2732,3224,2.936,3.877,-6.238
Vizag,2014-12-01,2914,3154,2736,3325,11.164,2.526,-0.217
Vizag,2015-03-01,2954,3201,2785,3337,11.129,3.765,2.707
Vizag,2015-06-01,3013,3328,2833,3390,15.651,4.488,5.034
Vizag,2015-09-01,3044,3335,2878,3391,11.659,5.154,4.926
Vizag,2015-12-01,3093,3318,2974,3335,4.918,8.27,0.295
Vizag,2016-03-01,3171,3446,3055,3375,7.384,9.079,1.139
Vizag,2016-06-01,3229,3570,3122,3369,7.023,9.46,-0.622
Vizag,2016-09-01,3324,3665,3228,3430,9.244,11.211,1.158
Vizag,2016-12-01,3421,3711,3330,3541,10.723,11.029,6.006
Vizag,2017-03-01,3588,3926,3463,3786,12.935,12.252,11.607
Vizag,2017-06-01,3791,4028,3596,4258,11.666,13.688,23.481
Vizag,2017-09-01,3829,4313,3587,4303,16.087,9.983,20.503
Vizag,2017-12-01,3909,4402,3653,4425,16.021,9.005,20.544
Vizag,2018-03-01,3937,4412,3663,4515,11.04,5.475,16.475
Vizag,2018-06-01,3977,4398,3718,4541,8.386,3.331,6.268
Vizag,2018-09-01,3998,4292,3764,4552,-0.477,4.761,5.483
Vizag,2018-12-01,4021,4279,3809,4529,-2.866,4.145,2.285
Vizag,2019-03-01,4081,4602,3884,4396,4.44,5.802,-2.628
Vizag,2019-06-01,4149,4726,3969,4382,7.127,6.462,-3.617
Vizag,2019-09-01,4283,4816,4146,4409,11.088,9.625,-3.263
Vizag,2019-12-01,4337,4878,4183,4514,12.438,9.021,-0.34
Vizag,2020-03-01,4429,4735,4271,4746,2.727,9.252,7.754
Vizag,2020-06-01,4505,4689,4349,4879,-0.781,8.897,10.472
Vizag,2020-09-01,4619,4808,4405,5168,-0.171,5.955,15.556
Vizag,2020-12-01,4686,4850,4405,5457,-0.582,5.04,18.247
Vizag,2021-03-01,4623,5046,4277,5450,6.412,0.136,12.901
Vizag,2021-06-01,4683,5137,4329,5519,8.878,-0.468,11.743
Vizag,2021-09-01,4765,5014,4412,5705,4.01,0.162,9.73
Vizag,2021-12-01,4759,4166,4545,5736,-13.642,3.173,4.89
Vizag,2022-03-01,4929,4227,4748,5863,-19.659,10.363,7.2
Vizag,2022-06-01,4974,4325,4784,5910,-19.21,9.583,6.669
Vizag,2022-09-01,5053,4502,4867,5921,-11.838,9.511,3.655
Vizag,2022-12-01,5216,5494,4927,5949,29.498,7.849,3.597
Vizag,2023-03-01,5404,5649,5116,6153,25.883,7.469,4.875
Vizag,2023-06-01,5488,5540,5242,6210,21.508,8.952,4.876
Vizag,2023-09-01,5576,5468,5334,6375,17.437,8.909,7.311
Vizag,2023-12-01,5661,5439,5412,6544,-1.006,9.093,9.333
Vizag,2024-03-01,5654,5413,5393,6585,-4.339,5.118,6.601
Vizag,2024-06-01,5718,5575,5414,6724,0.647,3.189,7.806
Vizag,2024-09-01,5750,5667,5425,6789,3.57,1.681,6.157
