city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk
Ahmedabad,2013-06-01,3212,2883,3161,3969,NULL,NULL,NULL
Ahmedabad,2013-09-01,3210,2945,3133,3917,NULL,NULL,NULL
Ahmedabad,2013-12-01,3156,2939,3030,3906,NULL,NULL,NULL
Ahmedabad,2014-03-01,3119,2920,2972,3887,NULL,NULL,NULL
Ahmedabad,2014-06-01,3138,2997,2947,3918,3.904,-7.201,-1.312
Ahmedabad,2014-09-01,3100,2953,2898,3923,0.267,-7.974,0.153
Ahmedabad,2014-12-01,3128,2899,2973,3976,-1.355,-1.967,1.784
Ahmedabad,2015-03-01,3141,2847,3013,4037,-2.518,1.379,3.773
Ahmedabad,2015-06-01,3141,2814,3037,4039,-6.428,2.987,2.997
Ahmedabad,2015-09-01,3165,2835,3059,4069,-4.193,5.301,3.615
Ahmedabad,2015-12-01,3172,2911,3026,4060,0.423,1.733,2.064
Ahmedabad,2016-03-01,3149,2901,2987,4056,1.855,-0.859,0.468
Ahmedabad,2016-06-01,3175,2975,2973,4095,5.55,-2.143,1.381
Ahmedabad,2016-09-01,3198,2983,2997,4148,4.975,-2.085,1.929
Ahmedabad,2016-12-01,3212,2980,3018,4171,2.313,-0.267,2.676
Ahmedabad,2017-03-01,3260,3019,3078,4207,3.96,3.015,3.62
Ahmedabad,2017-06-01,3256,2976,3134,4115,0.033,5.231,0.475
Ahmedabad,2017-09-01,3306,3082,3177,4075,3.327,5.743,-1.774
Ahmedabad,2017-12-01,3418,3259,3239,4200,9.053,6.956,0.712
Ahmedabad,2018-03-01,3515,3395,3301,4315,11.537,6.885,2.571
Ahmedabad,2018-06-01,3698,3628,3426,4564,19.205,8.846,10.406
Ahmedabad,2018-09-01,3876,3818,3591,4757,20.287,12.084,14.943
Ahmedabad,2018-12-01,4009,3969,3742,4810,18.596,14.007,12.823
Ahmedabad,2019-03-01,4115,4071,3854,4905,17.032,14.778,12.266
Ahmedabad,2019-06-01,4258,4247,3990,5007,15.205,14.634,9.032
Ahmedabad,2019-09-01,4445,4430,4173,5209,14.41,14.586,9.027
Ahmedabad,2019-12-01,4663,4580,4404,5518,13.792,15.864,13.592
Ahmedabad,2020-03-01,4817,4773,4563,5585,15.328,16.099,12.323
Ahmedabad,2020-06-01,4955,4874,4743,5680,13.136,16.502,12.05
Ahmedabad,2020-09-01,5008,4902,4847,5643,9.684,14.21,7.641
Ahmedabad,2020-12-01,5157,4974,5051,5789,8.038,13.348,4.802
Ahmedabad,2021-03-01,5353,5036,5327,6017,5.287,15.126,7.462
Ahmedabad,2021-06-01,5484,5083,5477,6255,4.15,13.779,9.556
Ahmedabad,2021-09-01,5669,5223,5714,6386,6.315,15.83,11.878
Ahmedabad,2021-12-01,5783,5361,5863,6360,7.41,14.211,8.941
Ahmedabad,2022-03-01,6079,5574,6231,6618,10.035,15.419,9.45
Ahmedabad,2022-06-01,6223,5672,6433,6694,10.567,15.343,6.633
Ahmedabad,2022-09-01,6442,5811,6679,6986,10.367,15.001,8.963
Ahmedabad,2022-12-01,6633,5947,6894,7217,10.084,15.436,12.267
Ahmedabad,2023-03-01,6735,6085,6983,7283,8.593,10.908,9.214
Ahmedabad,2023-06-01,6788,6208,6980,7357,8.809,7.833,9.103
Ahmedabad,2023-09-01,6836,6333,7032,7251,8.409,5.057,3.602
Ahmedabad,2023-12-01,6942,6385,7167,7383,6.916,3.882,2.289
Ahmedabad,2024-03-01,7131,6463,7417,7611,5.92,6.056,4.443
Ahmedabad,2024-06-01,7220,6523,7560,7612,4.874,7.82,3.35
Ahmedabad,2024-09-01,7380,6579,7713,7982,3.771,9.008,9.603
Bengaluru,2013-06-01,4835,4366,4604,5330,NULL,NULL,NULL
Bengaluru,2013-09-01,4894,4676,4647,5372,NULL,NULL,NULL
Bengaluru,2013-12-01,4975,4875,4688,5502,NULL,NULL,NULL
Bengaluru,2014-03-01,5047,5007,4759,5562,NULL,NULL,NULL
Bengaluru,2014-06-01,5088,4778,4804,5647,8.228,4.203,5.699
Bengaluru,2014-09-01,5199,4803,4912,5780,2.658,5.516,7.225
Bengaluru,2014-12-01,5307,4679,5043,5889,-4.081,7.227,6.696
Bengaluru,2015-03-01,5418,4851,5136,6019,-3.334,7.476,7.76
Bengaluru,2015-06-01,5516,5097,5221,6114,6.576,8.119,7.759
Bengaluru,2015-09-01,5623,5143,5302,6278,6.671,7.47,8.145
Bengaluru,2015-12-01,5760,5630,5416,6392,18.491,7.035,8.012
Bengaluru,2016-03-01,5885,5633,5563,6501,13.89,7.884,7.541
Bengaluru,2016-06-01,6082,5813,5781,6663,12.711,10.067,8.445
Bengaluru,2016-09-01,6268,5993,5962,6861,14.622,11.417,8.75
Bengaluru,2016-12-01,6384,5779,6077,7036,2.486,11.087,9.386
Bengaluru,2017-03-01,6526,5940,6175,7254,5.312,10.071,10.702
Bengaluru,2017-06-01,6403,5812,6074,7092,-0.017,4.745,5.914
Bengaluru,2017-09-01,6192,5590,5870,6872,-6.934,-1.515,0.155
Bengaluru,2017-12-01,6302,5864,5928,7045,1.521,-2.538,0.131
Bengaluru,2018-03-01,6359,5995,5971,7113,0.938,-3.441,-2.001
Bengaluru,2018-06-01,6544,6374,6124,7320,9.374,0.837,3.205
Bengaluru,2018-09-01,6849,6837,6388,7666,19.564,8.459,10.847
Bengaluru,2018-12-01,6963,7094,6494,7769,17.99,8.86,9.444
Bengaluru,2019-03-01,7082,7033,6616,7915,14.632,9.932,10.323
Bengaluru,2019-06-01,7256,6954,6764,8182,8.247,9.674,10.891
Bengaluru,2019-09-01,7471,7061,6993,8391,3.221,8.944,8.861
Bengaluru,2019-12-01,7563,7134,7180,8320,0.566,9.81,6.567
Bengaluru,2020-03-01,7502,7192,7183,8123,2.229,7.897,2.5
Bengaluru,2020-06-01,7431,7255,7176,7917,4.185,5.736,-3.262
Bengaluru,2020-09-01,7436,7657,7186,7840,8.215,2.69,-6.96
Bengaluru,2020-12-01,7388,7637,7114,7828,6.569,-0.918,-6.276
Bengaluru,2021-03-01,7533,7843,7243,7990,8.524,0.843,-1.699
Bengaluru,2021-06-01,7601,7915,7297,8081,8.415,1.671,2.053
Bengaluru,2021-09-01,7595,7796,7284,8109,1.756,1.343,3.329
Bengaluru,2021-12-01,7671,7956,7336,8213,4.092,3.048,4.748
Bengaluru,2022-03-01,7751,8057,7375,8362,2.69,1.799,4.529
Bengaluru,2022-06-01,7877,8304,7494,8478,4.828,2.671,4.748
Bengaluru,2022-09-01,8063,8549,7670,8672,9.068,5.151,6.641
Bengaluru,2022-12-01,8283,8787,7874,8915,9.72,7.014,8.095
Bengaluru,2023-03-01,8460,9167,8033,9087,12.632,8.357,8.132
Bengaluru,2023-06-01,8563,9456,8113,9197,12.567,7.706,7.912
Bengaluru,2023-09-01,8723,9640,8235,9419,11.538,6.964,8.122
Bengaluru,2023-12-01,8869,9874,8303,9688,11.276,5.209,8.207
Bengaluru,2024-03-01,9148,9988,8459,10216,8.315,5.131,11.654
Bengaluru,2024-06-01,9470,10247,8764,10580,7.92,7.696,13.538
Bengaluru,2024-09-01,9695,10528,8909,10935,8.666,7.691,14.329
Bhiwadi,2013-06-01,2915,2970,2848,3071,NULL,NULL,NULL
Bhiwadi,2013-09-01,2981,3084,2859,3244,NULL,NULL,NULL
Bhiwadi,2013-12-01,3074,3157,2971,3346,NULL,NULL,NULL
Bhiwadi,2014-03-01,3127,3181,3042,3489,NULL,NULL,NULL
Bhiwadi,2014-06-01,3276,3397,3139,3514,13.423,9.566,12.697
Bhiwadi,2014-09-01,3533,3650,3419,3574,16.662,17.84,9.391
Bhiwadi,2014-12-01,3590,3690,3476,3803,14.603,14.77,12.787
Bhiwadi,2015-03-01,3699,3762,3628,3826,15.745,16.858,8.861
Bhiwadi,2015-06-01,3703,3736,3668,3755,9.011,14.581,6.299
Bhiwadi,2015-09-01,3650,3602,3680,3812,-1.285,7.116,6.338
Bhiwadi,2015-12-01,3738,3666,3815,3638,-0.666,9.212,-4.328
Bhiwadi,2016-03-01,3747,3657,3835,3716,-2.864,5.426,-3.024
Bhiwadi,2016-06-01,3803,3708,3888,3844,-0.766,5.737,2.395
Bhiwadi,2016-09-01,3813,3745,3883,3744,3.857,5.221,-1.769
Bhiwadi,2016-12-01,3745,3684,3807,3688,0.481,-0.206,1.335
Bhiwadi,2017-03-01,3687,3660,3725,3554,0.081,-2.889,-4.393
Bhiwadi,2017-06-01,3362,3190,3521,3411,-14.153,-9.852,-12.183
Bhiwadi,2017-09-01,2887,2354,3348,3371,-43.605,-15.195,-10.935
Bhiwadi,2017-12-01,2815,2298,3260,3308,-58.879,-16.338,-11.273
Bhiwadi,2018-03-01,2774,2296,3174,3347,-59.356,-16.902,-6.258
Bhiwadi,2018-06-01,2887,2457,3252,3337,-31.925,-8.475,-2.211
Bhiwadi,2018-09-01,3138,2872,3354,3530,21.083,0.185,4.765
Bhiwadi,2018-12-01,3167,2881,3396,3617,20.299,4.055,8.754
Bhiwadi,2019-03-01,3328,2948,3639,3859,22.631,13.693,14.155
Bhiwadi,2019-06-01,3366,3014,3664,3733,18.894,11.322,10.262
Bhiwadi,2019-09-01,3402,3079,3698,3507,6.868,9.389,-0.616
Bhiwadi,2019-12-01,3401,3051,3715,3588,5.521,8.626,-0.827
Bhiwadi,2020-03-01,3325,3122,3505,3450,5.703,-3.607,-11.399
Bhiwadi,2020-06-01,3315,3140,3460,3538,4.036,-5.82,-5.652
Bhiwadi,2020-09-01,3298,3149,3391,3818,2.229,-8.873,8.79
Bhiwadi,2020-12-01,3276,3191,3280,4102,4.446,-12.828,13.463
Bhiwadi,2021-03-01,3191,3061,3241,3990,-1.912,-8.049,13.164
Bhiwadi,2021-06-01,3208,3041,3294,4005,-3.234,-5.122,11.704
Bhiwadi,2021-09-01,3184,3013,3264,4083,-4.472,-3.855,6.617
Bhiwadi,2021-12-01,3172,2967,3303,3864,-7.434,0.705,-5.829
Bhiwadi,2022-03-01,3188,2994,3338,3548,-2.258,2.937,-11.439
Bhiwadi,2022-06-01,3186,2967,3353,3622,-2.472,1.768,-10.795
Bhiwadi,2022-09-01,3108,2903,3295,3173,-3.707,0.925,-25.124
Bhiwadi,2022-12-01,3074,2912,3220,3153,-1.895,-2.519,-22.408
Bhiwadi,2023-03-01,3075,2879,3233,3373,-3.949,-3.261,-5.55
Bhiwadi,2023-06-01,3006,2845,3153,3059,-4.238,-6.186,-16.691
Bhiwadi,2023-09-01,3080,2913,3230,3164,0.351,-2.062,-0.294
Bhiwadi,2023-12-01,3121,2973,3264,3095,2.094,1.362,-1.833
Bhiwadi,2024-03-01,3189,3138,3270,2828,8.712,1.134,-17.609
Bhiwadi,2024-06-01,3236,3220,3285,2876,11.95,4.037,-6.471
Bhiwadi,2024-09-01,3261,3311,3248,2892,12.36,0.548,-9.458
Bhopal,2013-06-01,3285,3553,3122,2827,NULL,NULL,NULL
Bhopal,2013-09-01,3366,3686,3139,2983,NULL,NULL,NULL
Bhopal,2013-12-01,3403,3614,3259,3127,NULL,NULL,NULL
Bhopal,2014-03-01,3464,3655,3375,3003,NULL,NULL,NULL
Bhopal,2014-06-01,3480,3623,3468,2848,1.915,10.252,0.699
Bhopal,2014-09-01,3462,3599,3461,2816,-2.401,9.285,-5.864
Bhopal,2014-12-01,3413,3586,3379,2759,-0.778,3.467,-13.068
Bhopal,2015-03-01,3417,3637,3293,2991,-0.502,-2.427,-0.435
Bhopal,2015-06-01,3460,3614,3357,3242,-0.247,-3.371,13.173
Bhopal,2015-09-01,3446,3607,3332,3253,0.221,-3.843,13.479
Bhopal,2015-12-01,3529,3667,3418,3436,2.246,1.17,20.812
Bhopal,2016-03-01,3556,3689,3487,3266,1.418,5.676,8.003
Bhopal,2016-06-01,3526,3715,3398,3268,2.738,1.176,0.796
Bhopal,2016-09-01,3587,3782,3457,3314,4.711,3.679,1.867
Bhopal,2016-12-01,3555,3777,3421,3174,2.909,0.087,-7.906
Bhopal,2017-03-01,3554,3751,3429,3244,1.642,-1.695,-0.693
Bhopal,2017-06-01,3609,3635,3626,3400,-2.133,6.649,4.069
Bhopal,2017-09-01,3562,3495,3622,3575,-7.895,4.55,7.676
Bhopal,2017-12-01,3563,3480,3615,3701,-8.498,5.356,14.741
Bhopal,2018-03-01,3699,3622,3739,3868,-3.707,8.575,16.86
Bhopal,2018-06-01,3705,3691,3678,3907,1.546,1.391,13.108
Bhopal,2018-09-01,3751,3749,3709,3973,6.882,2.365,10.187
Bhopal,2018-12-01,3797,3796,3738,4097,8.429,3.316,9.967
Bhopal,2019-03-01,3710,3716,3616,4161,2.476,-3.291,7.152
Bhopal,2019-06-01,3701,3716,3623,4022,0.673,-1.521,2.764
Bhopal,2019-09-01,3729,3719,3670,4080,-0.807,-1.076,2.66
Bhopal,2019-12-01,3792,3718,3807,4071,-2.097,1.88,-0.637
Bhopal,2020-03-01,3915,3774,4014,4081,1.56,10.454,-1.965
Bhopal,2020-06-01,3991,3795,4140,4168,2.093,12.88,3.578
Bhopal,2020-09-01,3989,3813,4135,4087,2.477,11.232,0.168
Bhopal,2020-12-01,3959,3810,4077,4069,2.413,6.53,-0.049
Bhopal,2021-03-01,3818,3689,3918,3930,-2.231,-2.355,-3.711
Bhopal,2021-06-01,3790,3669,3870,3960,-3.416,-6.891,-5.293
Bhopal,2021-09-01,3834,3662,3953,4049,-4.116,-4.703,-0.96
Bhopal,2021-12-01,3788,3543,3986,3960,-7.291,-2.302,-2.692
Bhopal,2022-03-01,3890,3528,4188,4106,-4.544,6.774,4.444
Bhopal,2022-06-01,3918,3537,4235,4127,-3.741,8.715,4.067
Bhopal,2022-09-01,3972,3601,4282,4176,-1.725,7.769,3.077
Bhopal,2022-12-01,4071,3696,4388,4250,4.249,9.388,6.944
Bhopal,2023-03-01,4086,3785,4324,4320,6.953,3.099,5.035
Bhopal,2023-06-01,4067,3829,4264,4210,7.715,0.671,1.921
Bhopal,2023-09-01,4033,3757,4265,4179,4.074,-0.399,0.071
Bhopal,2023-12-01,4005,3726,4223,4240,0.799,-3.869,-0.239
Bhopal,2024-03-01,4127,3726,4457,4373,-1.583,3.149,1.25
Bhopal,2024-06-01,4270,3799,4621,4739,-0.805,8.01,12.097
Bhopal,2024-09-01,4405,3913,4803,4742,4.106,11.643,11.88
Bhubaneswar,2013-06-01,3555,3001,3381,3931,NULL,NULL,NULL
Bhubaneswar,2013-09-01,3641,3314,3504,3924,NULL,NULL,NULL
Bhubaneswar,2013-12-01,3590,3493,3475,3804,NULL,NULL,NULL
Bhubaneswar,2014-03-01,3653,3889,3596,3724,NULL,NULL,NULL
Bhubaneswar,2014-06-01,3611,3735,3588,3635,18.874,5.756,-7.948
Bhubaneswar,2014-09-01,3574,3956,3511,3638,17.189,0.195,-7.868
Bhubaneswar,2014-12-01,3626,3954,3540,3737,11.653,1.851,-1.842
Bhubaneswar,2015-03-01,3628,4022,3515,3780,3.364,-2.288,1.499
Bhubaneswar,2015-06-01,3698,4329,3528,3920,14.769,-1.707,7.54
Bhubaneswar,2015-09-01,3700,4285,3500,3980,7.6,-0.312,8.724
Bhubaneswar,2015-12-01,3629,4377,3407,3928,9.872,-3.8,4.799
Bhubaneswar,2016-03-01,3622,4436,3395,3923,9.459,-3.522,3.641
Bhubaneswar,2016-06-01,3585,4259,3351,3914,-1.578,-5.214,-0.153
Bhubaneswar,2016-09-01,3620,4203,3402,3932,-1.925,-2.925,-1.226
Bhubaneswar,2016-12-01,3665,4080,3451,3989,-7.066,1.293,1.551
Bhubaneswar,2017-03-01,3763,3716,3549,4146,-17.647,4.462,5.59
Bhubaneswar,2017-06-01,3839,3877,3644,4178,-10.28,8.256,6.368
Bhubaneswar,2017-09-01,3827,3950,3602,4208,-6.526,5.488,6.606
Bhubaneswar,2017-12-01,3965,4060,3793,4257,-0.506,9.495,6.369
Bhubaneswar,2018-03-01,3958,4133,3775,4258,10.271,5.958,2.631
Bhubaneswar,2018-06-01,4011,4074,3851,4285,4.767,5.483,2.513
Bhubaneswar,2018-09-01,4163,4243,4075,4306,7.192,12.283,2.287
Bhubaneswar,2018-12-01,4216,4327,4125,4362,6.293,8.147,2.438
Bhubaneswar,2019-03-01,4417,4516,4345,4533,8.851,13.818,6.304
Bhubaneswar,2019-06-01,4468,4509,4416,4553,9.632,13.003,5.912
Bhubaneswar,2019-09-01,4523,4684,4473,4590,9.78,9.013,6.238
Bhubaneswar,2019-12-01,4721,4897,4746,4654,12.169,13.883,6.362
Bhubaneswar,2020-03-01,4745,5030,4820,4578,10.496,10.008,0.967
Bhubaneswar,2020-06-01,4798,5555,4854,4604,20.795,9.087,1.114
Bhubaneswar,2020-09-01,4779,5381,4765,4728,12.547,6.016,2.997
Bhubaneswar,2020-12-01,4655,5708,4578,4660,15.072,-3.526,0.127
Bhubaneswar,2021-03-01,4847,5840,4823,4766,14.191,0.066,4.034
Bhubaneswar,2021-06-01,4923,5739,4947,4778,3.151,1.928,3.651
Bhubaneswar,2021-09-01,4967,5833,5044,4723,7.876,5.64,-0.105
Bhubaneswar,2021-12-01,5223,5830,5342,4937,2.092,15.147,5.865
Bhubaneswar,2022-03-01,5541,6145,5691,5199,5.232,16.249,8.771
Bhubaneswar,2022-06-01,5640,6213,5732,5406,7.714,13.794,12.079
Bhubaneswar,2022-09-01,5845,6399,5981,5535,9.11,16.347,15.02
Bhubaneswar,2022-12-01,6002,6756,6159,5632,14.471,13.66,12.556
Bhubaneswar,2023-03-01,6226,6950,6308,5991,11.915,10.018,14.062
Bhubaneswar,2023-06-01,6401,7302,6472,6164,15.669,11.731,12.652
Bhubaneswar,2023-09-01,6579,7463,6531,6552,14.571,8.498,16.499
Bhubaneswar,2023-12-01,6659,7641,6643,6565,11.859,7.411,14.24
Bhubaneswar,2024-03-01,6994,8613,6983,6811,21.764,10.161,12.49
Bhubaneswar,2024-06-01,7313,8913,7409,6943,18.704,13.418,11.437
Bhubaneswar,2024-09-01,7616,8973,7912,6925,16.942,18.639,5.372
"Bidhan Nagar ",2013-06-01,3250,2890,3276,4229,NULL,NULL,NULL
"Bidhan Nagar ",2013-09-01,3357,2994,3375,4387,NULL,NULL,NULL
"Bidhan Nagar ",2013-12-01,3421,3102,3418,4437,NULL,NULL,NULL
"Bidhan Nagar ",2014-03-01,3584,3288,3526,4826,NULL,NULL,NULL
"Bidhan Nagar ",2014-06-01,3740,3440,3642,5218,16.727,10.38,20.493
"Bidhan Nagar ",2014-09-01,3958,3587,3916,5352,17.238,14.854,18.494
"Bidhan Nagar ",2014-12-01,4101,3740,4039,5573,17.786,15.858,21.226
"Bidhan Nagar ",2015-03-01,4116,3779,4062,5469,13.128,13.271,11.538
"Bidhan Nagar ",2015-06-01,4122,3784,4066,5491,9.103,10.438,4.992
"Bidhan Nagar ",2015-09-01,4162,3955,4024,5576,9.725,2.656,4.079
"Bidhan Nagar ",2015-12-01,4266,4011,4184,5514,6.852,3.603,-1.058
"Bidhan Nagar ",2016-03-01,4324,4104,4234,5513,8.103,4.111,0.798
"Bidhan Nagar ",2016-06-01,4420,4242,4317,5549,11.16,5.928,1.052
"Bidhan Nagar ",2016-09-01,4441,4226,4360,5562,6.388,7.783,-0.252
"Bidhan Nagar ",2016-12-01,4373,4136,4298,5524,2.958,2.615,0.18
"Bidhan Nagar ",2017-03-01,4354,4045,4298,5628,-1.426,1.489,2.082
"Bidhan Nagar ",2017-06-01,4341,4127,4266,5426,-2.843,-1.187,-2.186
"Bidhan Nagar ",2017-09-01,4370,4141,4309,5427,-2.06,-1.195,-2.488
"Bidhan Nagar ",2017-12-01,4458,4292,4366,5486,3.767,1.578,-0.7
"Bidhan Nagar ",2018-03-01,4516,4330,4422,5621,6.64,2.84,-0.128
"Bidhan Nagar ",2018-06-01,4629,4358,4554,5886,5.335,6.513,8.184
"Bidhan Nagar ",2018-09-01,4778,4461,4715,6122,7.343,8.915,11.808
"Bidhan Nagar ",2018-12-01,4870,4521,4806,6317,5.133,9.332,13.574
"Bidhan Nagar ",2019-03-01,4884,4481,4879,6173,3.34,9.509,8.738
"Bidhan Nagar ",2019-06-01,4891,4442,4900,6238,1.875,7.092,5.702
"Bidhan Nagar ",2019-09-01,4814,4342,4826,6223,-2.679,2.265,1.619
"Bidhan Nagar ",2019-12-01,4811,4275,4852,6262,-5.666,0.953,-0.884
"Bidhan Nagar ",2020-03-01,4960,4517,4936,6482,0.842,1.175,4.935
"Bidhan Nagar ",2020-06-01,5067,4628,5049,6539,4.118,3.019,4.644
"Bidhan Nagar ",2020-09-01,5102,4596,5097,6714,5.488,5.367,7.509
"Bidhan Nagar ",2020-12-01,5052,4430,5040,7058,3.372,3.688,11.856
"Bidhan Nagar ",2021-03-01,5020,4257,5063,7160,-5.869,2.52,9.606
"Bidhan Nagar ",2021-06-01,5097,4402,5085,7332,-5.309,0.711,11.075
"Bidhan Nagar ",2021-09-01,5193,4540,5152,7464,-1.272,1.082,10.229
"Bidhan Nagar ",2021-12-01,5331,4705,5282,7555,6.057,4.697,6.659
"Bidhan Nagar ",2022-03-01,5511,4919,5433,7796,14.07,7.005,8.418
"Bidhan Nagar ",2022-06-01,5463,4778,5449,7685,7.644,6.7,4.528
"Bidhan Nagar ",2022-09-01,5530,4777,5562,7704,4.96,7.524,3.123
"Bidhan Nagar ",2022-12-01,5507,4776,5577,7406,1.486,5.304,-1.934
"Bidhan Nagar ",2023-03-01,5423,4789,5526,6833,-2.722,1.668,-13.003
"Bidhan Nagar ",2023-06-01,5400,4844,5493,6615,1.378,0.796,-15.659
"Bidhan Nagar ",2023-09-01,5358,4846,5430,6551,1.424,-2.403,-17.43
"Bidhan Nagar ",2023-12-01,5394,4879,5456,6659,2.125,-2.228,-11.403
"Bidhan Nagar ",2024-03-01,5461,4965,5469,6966,3.607,-1.045,1.997
"Bidhan Nagar ",2024-06-01,5664,5145,5682,7183,6.062,3.456,8.154
"Bidhan Nagar ",2024-09-01,5873,5291,5918,7440,8.649,8.589,12.376
Chakan,2013-06-01,3202,3181,3332,5199,NULL,NULL,NULL
Chakan,2013-09-01,3360,3357,3379,4803,NULL,NULL,NULL
Chakan,2013-12-01,3451,3453,3436,4803,NULL,NULL,NULL
Chakan,2014-03-01,3506,3494,3579,4805,NULL,NULL,NULL
Chakan,2014-06-01,3631,3627,3652,5009,12.765,8.941,-3.954
Chakan,2014-09-01,3788,3774,3870,6109,11.497,13.445,26.073
Chakan,2014-12-01,3853,3855,3842,6109,10.652,10.491,21.378
Chakan,2015-03-01,4094,4115,3964,5818,16.109,10.021,16.582
Chakan,2015-06-01,4162,4187,4012,0,13.609,9.082,-86.095
Chakan,2015-09-01,4161,4193,3974,0,10.007,2.592,NULL
Chakan,2015-12-01,4182,4215,3984,0,8.586,3.573,NULL
Chakan,2016-03-01,4154,4179,4004,4280,1.518,1.004,NULL
Chakan,2016-06-01,4174,4214,3933,4280,0.646,-1.973,100
Chakan,2016-09-01,4192,4252,3839,4280,1.4,-3.432,100
Chakan,2016-12-01,4239,4300,3875,5160,1.999,-2.839,120.561
Chakan,2017-03-01,4279,4365,3764,5380,4.326,-6.194,21.318
Chakan,2017-06-01,4340,4435,3773,5380,5.063,-4.251,20.446
Chakan,2017-09-01,4440,4539,3850,5479,6.471,0.292,22.286
Chakan,2017-12-01,4554,4660,3921,5753,7.931,1.195,10.823
Chakan,2018-03-01,4645,4740,4083,5753,8.047,8.136,6.484
Chakan,2018-06-01,4792,4890,4207,5753,9.599,10.629,6.484
Chakan,2018-09-01,4864,4946,4373,5630,8.323,12.432,2.625
Chakan,2018-12-01,4889,4945,4559,4549,5.762,14.59,-21.385
Chakan,2019-03-01,4787,4841,4465,4138,2.042,8.379,-35.502
Chakan,2019-06-01,4696,4740,4432,4138,-3.099,5.039,-39.029
Chakan,2019-09-01,4595,4643,4311,4138,-6.392,-1.399,-36.056
Chakan,2019-12-01,4528,4587,4177,4622,-7.711,-8.861,1.764
Chakan,2020-03-01,4617,4681,4231,4692,-3.488,-5.602,11.986
Chakan,2020-06-01,4632,4697,4243,4692,-0.919,-4.467,11.807
Chakan,2020-09-01,4636,4672,4423,4692,0.617,2.64,11.807
Chakan,2020-12-01,4731,4777,4456,2664,4.067,6.308,-41.731
Chakan,2021-03-01,4733,4775,4486,4314,1.968,5.723,-14.189
Chakan,2021-06-01,4655,4691,4442,4314,-0.126,4.436,-8.762
Chakan,2021-09-01,4619,4653,4411,4335,-0.405,-0.27,-8.275
Chakan,2021-12-01,4630,4675,4360,4623,-2.192,-2.176,45.19
Chakan,2022-03-01,4606,4658,4295,4278,-2.503,-4.381,-0.779
Chakan,2022-06-01,4657,4706,4366,4280,0.322,-1.769,-0.795
Chakan,2022-09-01,4740,4797,4397,4255,3.06,-0.321,-1.869
Chakan,2022-12-01,4786,4844,4441,4040,3.523,1.842,-13.702
Chakan,2023-03-01,4922,4987,4538,3639,6.792,5.472,-15.817
Chakan,2023-06-01,5031,5097,4637,4806,7.84,5.972,14.455
Chakan,2023-09-01,5094,5167,4663,4836,7.259,5.736,12.089
Chakan,2023-12-01,5177,5270,4628,5211,8.245,4.01,24.214
Chakan,2024-03-01,5204,5304,4604,4407,6.015,1.426,14.738
Chakan,2024-06-01,5194,5307,4522,4182,3.959,-2.498,-14.159
Chakan,2024-09-01,5221,5335,4540,3971,3.166,-2.72,-20.684
"Chandigarh ",2013-06-01,4150,3743,3825,4816,NULL,NULL,NULL
"Chandigarh ",2013-09-01,4082,4008,3753,4523,NULL,NULL,NULL
"Chandigarh ",2013-12-01,3936,3910,3907,3988,NULL,NULL,NULL
"Chandigarh ",2014-03-01,3986,4395,3897,3811,NULL,NULL,NULL
"Chandigarh ",2014-06-01,3953,4553,3824,3696,18.43,-0.026,-29.389
"Chandigarh ",2014-09-01,4063,4759,3795,3904,16.495,1.098,-16.748
"Chandigarh ",2014-12-01,4052,4929,3657,3920,21.412,-6.588,-1.742
"Chandigarh ",2015-03-01,4200,5147,3662,4189,15.257,-6.426,9.643
"Chandigarh ",2015-06-01,4241,4886,3758,4374,6.47,-1.802,16.185
"Chandigarh ",2015-09-01,4163,4923,3901,3953,3.357,2.821,1.12
"Chandigarh ",2015-12-01,4235,4911,4127,3899,-0.366,12.048,-0.531
"Chandigarh ",2016-03-01,4349,5194,4107,4058,0.957,10.783,-3.36
"Chandigarh ",2016-06-01,4223,4749,3979,4151,-2.638,5.381,-5.495
"Chandigarh ",2016-09-01,4139,4430,3853,4280,-10.381,-1.206,7.878
"Chandigarh ",2016-12-01,4073,4529,3693,4212,-8.623,-11.264,7.313
"Chandigarh ",2017-03-01,3977,4169,3738,4128,-22.632,-9.992,1.662
"Chandigarh ",2017-06-01,3933,3876,3801,4129,-20.94,-4.762,-0.533
"Chandigarh ",2017-09-01,3940,3689,3880,4183,-19.118,0.71,-2.349
"Chandigarh ",2017-12-01,3989,3561,3851,4448,-26.24,4.072,5.642
"Chandigarh ",2018-03-01,4088,3692,3839,4655,-13.395,2.623,11.848
"Chandigarh ",2018-06-01,4238,4076,3930,4716,5.417,3.36,12.61
"Chandigarh ",2018-09-01,4251,4259,3937,4619,13.984,1.45,9.245
"Chandigarh ",2018-12-01,4299,4516,4020,4482,22.423,4.293,0.736
"Chandigarh ",2019-03-01,4270,4570,4038,4341,19.442,4.95,-7.006
"Chandigarh ",2019-06-01,4292,4710,4045,4299,13.873,2.848,-9.606
"Chandigarh ",2019-09-01,4338,4805,4086,4318,11.592,3.684,-7.002
"Chandigarh ",2019-12-01,4353,4728,4072,4430,4.412,1.273,-1.204
"Chandigarh ",2020-03-01,4418,4758,4075,4592,3.976,0.909,5.666
"Chandigarh ",2020-06-01,4429,4727,4120,4590,0.357,1.84,6.337
